model,field,db_schema,db_table,db_column,type,nullable,is_list,is_relation,default,attributes
OrganizationFormField,order,app_v3,organization_form_fields,order,Int,false,false,false,0,@default(0)
OrganizationFormField,createdAt,app_v3,organization_form_fields,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
OrganizationFormField,updatedAt,app_v3,organization_form_fields,updated_at,DateTime,false,false,false,now(,"@default(now()) @updatedAt @map(""updated_at"") @db.Timestamptz(6)"
OrganizationFormField,form,app_v3,organization_form_fields,,OrganizationForm,false,false,true,,"@relation(fields: [formId], references: [id], onDelete: Cascade, onUpdate: NoAction, map: ""organization_form_fields_form_fk"")"
OrganizationFormSubmission,env,app_v3,organization_form_submissions,env,String,false,false,false,"""prod""","@default(""prod"")"
OrganizationFormSubmission,id,app_v3,organization_form_submissions,id,Int,false,false,false,autoincrement(,@id @default(autoincrement())
OrganizationFormSubmission,formId,app_v3,organization_form_submissions,form_id,Int,false,false,false,,"@map(""form_id"")"
OrganizationFormSubmission,userId,app_v3,organization_form_submissions,user_id,String,true,false,false,,"@map(""user_id"") @db.Uuid"
OrganizationFormSubmission,guestEmail,app_v3,organization_form_submissions,guest_email,String,true,false,false,,"@map(""guest_email"")"
OrganizationFormSubmission,status,app_v3,organization_form_submissions,,OrganizationFormSubmissionStatus,false,false,true,SUBMITTED,@default(SUBMITTED)
OrganizationFormSubmission,answers,app_v3,organization_form_submissions,answers,Json,false,false,false,"""{}""","@default(""{}"")"
OrganizationFormSubmission,createdAt,app_v3,organization_form_submissions,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
OrganizationFormSubmission,updatedAt,app_v3,organization_form_submissions,updated_at,DateTime,false,false,false,now(,"@default(now()) @updatedAt @map(""updated_at"") @db.Timestamptz(6)"
OrganizationFormSubmission,form,app_v3,organization_form_submissions,,OrganizationForm,false,false,true,,"@relation(fields: [formId], references: [id], onDelete: Cascade, onUpdate: NoAction, map: ""organization_form_submissions_form_fk"")"
OrganizationFormSubmission,user,app_v3,organization_form_submissions,,Profile,true,false,true,,"@relation(fields: [userId], references: [id], onDelete: SetNull, onUpdate: NoAction)"
OrganizationModuleEntry,env,app_v3,organization_modules,env,String,false,false,false,"""prod""","@default(""prod"")"
OrganizationModuleEntry,organizationId,app_v3,organization_modules,organization_id,Int,false,false,false,,"@map(""organization_id"")"
OrganizationModuleEntry,moduleKey,app_v3,organization_modules,module_key,OrganizationModule,false,false,true,,"@map(""module_key"")"
OrganizationModuleEntry,enabled,app_v3,organization_modules,enabled,Boolean,false,false,false,true,@default(true)
OrganizationModuleEntry,organization,app_v3,organization_modules,,Organization,false,false,true,,"@relation(fields: [organizationId], references: [id], onDelete: Cascade, onUpdate: NoAction)"
OrganizationOfficialEmailRequest,env,app_v3,organization_official_email_requests,env,String,false,false,false,"""prod""","@default(""prod"")"
OrganizationOfficialEmailRequest,id,app_v3,organization_official_email_requests,id,Int,false,false,false,autoincrement(,@id @default(autoincrement())
OrganizationOfficialEmailRequest,organizationId,app_v3,organization_official_email_requests,organization_id,Int,false,false,false,,"@map(""organization_id"")"
OrganizationOfficialEmailRequest,requestedByUserId,app_v3,organization_official_email_requests,requested_by_user_id,String,true,false,false,,"@map(""requested_by_user_id"") @db.Uuid"
OrganizationOfficialEmailRequest,newEmail,app_v3,organization_official_email_requests,new_email,String,false,false,false,,"@map(""new_email"")"
OrganizationOfficialEmailRequest,token,app_v3,organization_official_email_requests,token,String,false,false,false,,@unique
OrganizationOfficialEmailRequest,status,app_v3,organization_official_email_requests,status,String,false,false,false,"""PENDING""","@default(""PENDING"")"
OrganizationOfficialEmailRequest,expiresAt,app_v3,organization_official_email_requests,expires_at,DateTime,true,false,false,,"@map(""expires_at"") @db.Timestamptz(6)"
OrganizationOfficialEmailRequest,createdAt,app_v3,organization_official_email_requests,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
OrganizationOfficialEmailRequest,confirmedAt,app_v3,organization_official_email_requests,confirmed_at,DateTime,true,false,false,,"@map(""confirmed_at"") @db.Timestamptz(6)"
OrganizationOfficialEmailRequest,cancelledAt,app_v3,organization_official_email_requests,cancelled_at,DateTime,true,false,false,,"@map(""cancelled_at"") @db.Timestamptz(6)"
OrganizationOfficialEmailRequest,organization,app_v3,organization_official_email_requests,,Organization,false,false,true,,"@relation(fields: [organizationId], references: [id], onDelete: Cascade, onUpdate: NoAction, map: ""organization_official_email_requests_organization_fk"")"
GlobalUsername,username,app_v3,global_usernames,username,String,false,false,false,,@id @db.Citext
GlobalUsername,env,app_v3,global_usernames,env,String,false,false,false,"""prod""","@default(""prod"")"
GlobalUsername,ownerType,app_v3,global_usernames,owner_type,String,false,false,false,,"@map(""owner_type"")"
GlobalUsername,ownerId,app_v3,global_usernames,owner_id,String,false,false,false,,"@map(""owner_id"")"
GlobalUsername,createdAt,app_v3,global_usernames,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
GlobalUsername,updatedAt,app_v3,global_usernames,updated_at,DateTime,false,false,false,now(,"@default(now()) @updatedAt @map(""updated_at"") @db.Timestamptz(6)"
Notification,env,app_v3,notifications,env,String,false,false,false,"""prod""","@default(""prod"")"
Notification,id,app_v3,notifications,id,String,false,false,false,"dbgenerated(""gen_random_uuid(","@id @default(dbgenerated(""gen_random_uuid()"")) @db.Uuid"
Notification,userId,app_v3,notifications,user_id,String,false,false,false,,"@map(""user_id"") @db.Uuid"
Notification,type,app_v3,notifications,,NotificationType,false,false,true,,
Notification,title,app_v3,notifications,title,String,true,false,false,,
Notification,body,app_v3,notifications,body,String,true,false,false,,
Notification,payload,app_v3,notifications,payload,Json,true,false,false,"""{}""","@default(""{}"")"
Notification,ctaUrl,app_v3,notifications,cta_url,String,true,false,false,,"@map(""cta_url"")"
Notification,ctaLabel,app_v3,notifications,cta_label,String,true,false,false,,"@map(""cta_label"")"
Notification,priority,app_v3,notifications,,NotificationPriority,false,false,true,NORMAL,@default(NORMAL)
Notification,fromUserId,app_v3,notifications,from_user_id,String,true,false,false,,"@map(""from_user_id"") @db.Uuid"
Notification,organizationId,app_v3,notifications,organization_id,Int,true,false,false,,"@map(""organization_id"")"
Notification,eventId,app_v3,notifications,event_id,Int,true,false,false,,"@map(""event_id"")"
Notification,ticketId,app_v3,notifications,ticket_id,String,true,false,false,,"@map(""ticket_id"")"
Notification,inviteId,app_v3,notifications,invite_id,String,true,false,false,,"@map(""invite_id"") @db.Uuid"
Notification,isRead,app_v3,notifications,is_read,Boolean,false,false,false,false,"@default(false) @map(""is_read"")"
Notification,readAt,app_v3,notifications,read_at,DateTime,true,false,false,,"@map(""read_at"") @db.Timestamptz(6)"
Notification,sourceEventId,app_v3,notifications,source_event_id,String,true,false,false,,"@map(""source_event_id"")"
Notification,expiresAt,app_v3,notifications,expires_at,DateTime,true,false,false,,"@map(""expires_at"") @db.Timestamptz(6)"
Notification,createdAt,app_v3,notifications,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
Notification,event,app_v3,notifications,,Event,true,false,true,,"@relation(""NotificationEvent"", fields: [eventId], references: [id], onUpdate: NoAction)"
Notification,fromUser,app_v3,notifications,,Profile,true,false,true,,"@relation(""NotificationSender"", fields: [fromUserId], references: [id], onUpdate: NoAction)"
Notification,invite,app_v3,notifications,,OrganizationMemberInvite,true,false,true,,"@relation(""NotificationInvite"", fields: [inviteId], references: [id], onUpdate: NoAction)"
Notification,organization,app_v3,notifications,,Organization,true,false,true,,"@relation(""NotificationOrganization"", fields: [organizationId], references: [id], onUpdate: NoAction)"
Notification,ticket,app_v3,notifications,,Ticket,true,false,true,,"@relation(""NotificationTicket"", fields: [ticketId], references: [id], onUpdate: NoAction)"
Notification,crmCampaignDeliveries,app_v3,notifications,,CrmCampaignDelivery,false,true,true,,
Notification,user,app_v3,notifications,,Profile,false,false,true,,"@relation(fields: [userId], references: [id], onDelete: Cascade)"
Lock,key,app_v3,locks,key,String,false,false,false,,@id
Lock,env,app_v3,locks,env,String,false,false,false,"""prod""","@default(""prod"")"
Lock,expiresAt,app_v3,locks,expires_at,DateTime,false,false,false,,"@map(""expires_at"") @db.Timestamptz(6)"
NotificationPreference,env,app_v3,notification_preferences,env,String,false,false,false,"""prod""","@default(""prod"")"
NotificationPreference,userId,app_v3,notification_preferences,userId,String,false,false,false,,"@id @map(""userId"") @db.Uuid"
NotificationPreference,allowEmailNotifications,app_v3,notification_preferences,allow_email_notifications,Boolean,false,false,false,true,"@default(true) @map(""allow_email_notifications"")"
NotificationPreference,allowEventReminders,app_v3,notification_preferences,allow_event_reminders,Boolean,false,false,false,true,"@default(true) @map(""allow_event_reminders"")"
NotificationPreference,allowFollowRequests,app_v3,notification_preferences,allow_follow_requests,Boolean,false,false,false,true,"@default(true) @map(""allow_follow_requests"")"
NotificationPreference,allowSalesAlerts,app_v3,notification_preferences,allow_sales_alerts,Boolean,false,false,false,true,"@default(true) @map(""allow_sales_alerts"")"
NotificationPreference,allowSystemAnnouncements,app_v3,notification_preferences,allow_system_announcements,Boolean,false,false,false,true,"@default(true) @map(""allow_system_announcements"")"
NotificationPreference,allowMarketingCampaigns,app_v3,notification_preferences,allow_marketing_campaigns,Boolean,false,false,false,true,"@default(true) @map(""allow_marketing_campaigns"")"
NotificationPreference,createdAt,app_v3,notification_preferences,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"")"
NotificationPreference,updatedAt,app_v3,notification_preferences,updated_at,DateTime,false,false,false,now(,"@default(now()) @updatedAt @map(""updated_at"")"
NotificationPreference,user,app_v3,notification_preferences,,Profile,false,false,true,,"@relation(fields: [userId], references: [id], onDelete: Cascade)"
NotificationOutbox,env,app_v3,notification_outbox,env,String,false,false,false,"""prod""","@default(""prod"")"
NotificationOutbox,id,app_v3,notification_outbox,id,String,false,false,false,"dbgenerated(""gen_random_uuid(","@id @default(dbgenerated(""gen_random_uuid()"")) @db.Uuid"
NotificationOutbox,userId,app_v3,notification_outbox,user_id,String,true,false,false,,"@map(""user_id"") @db.Uuid"
NotificationOutbox,notificationType,app_v3,notification_outbox,notification_type,String,false,false,false,,"@map(""notification_type"")"
NotificationOutbox,templateVersion,app_v3,notification_outbox,template_version,String,true,false,false,,"@map(""template_version"")"
NotificationOutbox,dedupeKey,app_v3,notification_outbox,dedupe_key,String,false,false,false,,"@unique @map(""dedupe_key"")"
NotificationOutbox,status,app_v3,notification_outbox,status,String,false,false,false,"""PENDING""","@default(""PENDING"")"
NotificationOutbox,payload,app_v3,notification_outbox,payload,Json,false,false,false,"""{}""","@default(""{}"")"
NotificationOutbox,retries,app_v3,notification_outbox,retries,Int,false,false,false,0,@default(0)
NotificationOutbox,lastError,app_v3,notification_outbox,last_error,String,true,false,false,,"@map(""last_error"")"
NotificationOutbox,nextAttemptAt,app_v3,notification_outbox,next_attempt_at,DateTime,true,false,false,,"@map(""next_attempt_at"") @db.Timestamptz(6)"
NotificationOutbox,createdAt,app_v3,notification_outbox,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
NotificationOutbox,sentAt,app_v3,notification_outbox,sent_at,DateTime,true,false,false,,"@map(""sent_at"") @db.Timestamptz(6)"
NotificationOutbox,user,app_v3,notification_outbox,,Profile,true,false,true,,"@relation(fields: [userId], references: [id], onUpdate: NoAction, onDelete: NoAction)"
ChatThread,env,app_v3,chat_threads,env,String,false,false,false,"""prod""","@default(""prod"")"
ChatThread,id,app_v3,chat_threads,id,String,false,false,false,"dbgenerated(""gen_random_uuid(","@id @default(dbgenerated(""gen_random_uuid()"")) @db.Uuid"
ChatThread,entityType,app_v3,chat_threads,entity_type,ChatEntityType,false,false,true,,"@map(""entity_type"")"
ChatThread,entityId,app_v3,chat_threads,entity_id,Int,false,false,false,,"@map(""entity_id"")"
ChatThread,organizationId,app_v3,chat_threads,organization_id,Int,false,false,false,,"@map(""organization_id"")"
ChatThread,openAt,app_v3,chat_threads,open_at,DateTime,false,false,false,,"@map(""open_at"") @db.Timestamptz(6)"
ChatThread,readOnlyAt,app_v3,chat_threads,read_only_at,DateTime,false,false,false,,"@map(""read_only_at"") @db.Timestamptz(6)"
ChatThread,closeAt,app_v3,chat_threads,close_at,DateTime,false,false,false,,"@map(""close_at"") @db.Timestamptz(6)"
ChatThread,deleteAfter,app_v3,chat_threads,delete_after,DateTime,false,false,false,,"@map(""delete_after"") @db.Timestamptz(6)"
ChatThread,legalHoldUntil,app_v3,chat_threads,legal_hold_until,DateTime,true,false,false,,"@map(""legal_hold_until"") @db.Timestamptz(6)"
ChatThread,openNotifiedAt,app_v3,chat_threads,open_notified_at,DateTime,true,false,false,,"@map(""open_notified_at"") @db.Timestamptz(6)"
ChatThread,status,app_v3,chat_threads,,ChatThreadStatus,false,false,true,ANNOUNCEMENTS,@default(ANNOUNCEMENTS)
ChatThread,createdAt,app_v3,chat_threads,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
ChatThread,updatedAt,app_v3,chat_threads,updated_at,DateTime,false,false,false,now(,"@default(now()) @updatedAt @map(""updated_at"") @db.Timestamptz(6)"
ChatThread,organization,app_v3,chat_threads,,Organization,false,false,true,,"@relation(fields: [organizationId], references: [id], onDelete: Cascade)"
ChatThread,members,app_v3,chat_threads,,ChatMember,false,true,true,,
ChatThread,messages,app_v3,chat_threads,,ChatMessage,false,true,true,,
ChatThread,reads,app_v3,chat_threads,,ChatReadState,false,true,true,,
ChatThread,moderationLogs,app_v3,chat_threads,,ChatModerationLog,false,true,true,,
ChatMember,env,app_v3,chat_members,env,String,false,false,false,"""prod""","@default(""prod"")"
ChatMember,id,app_v3,chat_members,id,String,false,false,false,"dbgenerated(""gen_random_uuid(","@id @default(dbgenerated(""gen_random_uuid()"")) @db.Uuid"
ChatMember,threadId,app_v3,chat_members,thread_id,String,false,false,false,,"@map(""thread_id"") @db.Uuid"
ChatMember,userId,app_v3,chat_members,user_id,String,false,false,false,,"@map(""user_id"") @db.Uuid"
ChatMember,role,app_v3,chat_members,,ChatMemberRole,false,false,true,PARTICIPANT,@default(PARTICIPANT)
ChatMember,joinedAt,app_v3,chat_members,joined_at,DateTime,false,false,false,now(,"@default(now()) @map(""joined_at"") @db.Timestamptz(6)"
ChatMember,leftAt,app_v3,chat_members,left_at,DateTime,true,false,false,,"@map(""left_at"") @db.Timestamptz(6)"
ChatMember,mutedUntil,app_v3,chat_members,muted_until,DateTime,true,false,false,,"@map(""muted_until"") @db.Timestamptz(6)"
ChatMember,bannedAt,app_v3,chat_members,banned_at,DateTime,true,false,false,,"@map(""banned_at"") @db.Timestamptz(6)"
ChatMember,createdAt,app_v3,chat_members,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
ChatMember,updatedAt,app_v3,chat_members,updated_at,DateTime,false,false,false,now(,"@default(now()) @updatedAt @map(""updated_at"") @db.Timestamptz(6)"
ChatMember,thread,app_v3,chat_members,,ChatThread,false,false,true,,"@relation(fields: [threadId], references: [id], onDelete: Cascade)"
ChatMember,user,app_v3,chat_members,,Profile,false,false,true,,"@relation(fields: [userId], references: [id], onDelete: Cascade)"
ChatMessage,env,app_v3,chat_messages,env,String,false,false,false,"""prod""","@default(""prod"")"
ChatMessage,id,app_v3,chat_messages,id,String,false,false,false,"dbgenerated(""gen_random_uuid(","@id @default(dbgenerated(""gen_random_uuid()"")) @db.Uuid"
ChatMessage,threadId,app_v3,chat_messages,thread_id,String,false,false,false,,"@map(""thread_id"") @db.Uuid"
ChatMessage,userId,app_v3,chat_messages,user_id,String,true,false,false,,"@map(""user_id"") @db.Uuid"
ChatMessage,kind,app_v3,chat_messages,,ChatMessageKind,false,false,true,USER,@default(USER)
ChatMessage,body,app_v3,chat_messages,body,String,false,false,false,,
ChatMessage,createdAt,app_v3,chat_messages,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
ChatMessage,deletedAt,app_v3,chat_messages,deleted_at,DateTime,true,false,false,,"@map(""deleted_at"") @db.Timestamptz(6)"
ChatMessage,thread,app_v3,chat_messages,,ChatThread,false,false,true,,"@relation(fields: [threadId], references: [id], onDelete: Cascade)"
ChatMessage,user,app_v3,chat_messages,,Profile,true,false,true,,"@relation(""ChatMessageUser"", fields: [userId], references: [id], onDelete: SetNull)"
ChatReadState,env,app_v3,chat_read_state,env,String,false,false,false,"""prod""","@default(""prod"")"
ChatReadState,threadId,app_v3,chat_read_state,thread_id,String,false,false,false,,"@map(""thread_id"") @db.Uuid"
ChatReadState,userId,app_v3,chat_read_state,user_id,String,false,false,false,,"@map(""user_id"") @db.Uuid"
ChatReadState,lastReadAt,app_v3,chat_read_state,last_read_at,DateTime,false,false,false,now(,"@default(now()) @map(""last_read_at"") @db.Timestamptz(6)"
ChatReadState,thread,app_v3,chat_read_state,,ChatThread,false,false,true,,"@relation(fields: [threadId], references: [id], onDelete: Cascade)"
ChatReadState,user,app_v3,chat_read_state,,Profile,false,false,true,,"@relation(fields: [userId], references: [id], onDelete: Cascade)"
ChatModerationLog,env,app_v3,chat_moderation_log,env,String,false,false,false,"""prod""","@default(""prod"")"
ChatModerationLog,id,app_v3,chat_moderation_log,id,String,false,false,false,"dbgenerated(""gen_random_uuid(","@id @default(dbgenerated(""gen_random_uuid()"")) @db.Uuid"
ChatModerationLog,threadId,app_v3,chat_moderation_log,thread_id,String,false,false,false,,"@map(""thread_id"") @db.Uuid"
ChatModerationLog,actorUserId,app_v3,chat_moderation_log,actor_user_id,String,true,false,false,,"@map(""actor_user_id"") @db.Uuid"
ChatModerationLog,action,app_v3,chat_moderation_log,action,String,false,false,false,,
ChatModerationLog,metadata,app_v3,chat_moderation_log,metadata,Json,true,false,false,"""{}""","@default(""{}"")"
ChatModerationLog,createdAt,app_v3,chat_moderation_log,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
ChatModerationLog,thread,app_v3,chat_moderation_log,,ChatThread,false,false,true,,"@relation(fields: [threadId], references: [id], onDelete: Cascade)"
ChatModerationLog,actor,app_v3,chat_moderation_log,,Profile,true,false,true,,"@relation(fields: [actorUserId], references: [id], onDelete: SetNull)"
InternalChatChannel,env,app_v3,internal_chat_channels,env,String,false,false,false,"""prod""","@default(""prod"")"
InternalChatChannel,id,app_v3,internal_chat_channels,id,String,false,false,false,"dbgenerated(""gen_random_uuid(","@id @default(dbgenerated(""gen_random_uuid()"")) @db.Uuid"
InternalChatChannel,organizationId,app_v3,internal_chat_channels,organization_id,Int,false,false,false,,"@map(""organization_id"")"
InternalChatChannel,name,app_v3,internal_chat_channels,name,String,false,false,false,,
InternalChatChannel,description,app_v3,internal_chat_channels,description,String,true,false,false,,
InternalChatChannel,isArchived,app_v3,internal_chat_channels,is_archived,Boolean,false,false,false,false,"@default(false) @map(""is_archived"")"
InternalChatChannel,createdByUserId,app_v3,internal_chat_channels,created_by_user_id,String,true,false,false,,"@map(""created_by_user_id"") @db.Uuid"
InternalChatChannel,createdAt,app_v3,internal_chat_channels,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
InternalChatChannel,updatedAt,app_v3,internal_chat_channels,updated_at,DateTime,false,false,false,now(,"@default(now()) @updatedAt @map(""updated_at"") @db.Timestamptz(6)"
InternalChatChannel,organization,app_v3,internal_chat_channels,,Organization,false,false,true,,"@relation(fields: [organizationId], references: [id], onDelete: Cascade)"
InternalChatChannel,createdBy,app_v3,internal_chat_channels,,Profile,true,false,true,,"@relation(""InternalChatChannelCreator"", fields: [createdByUserId], references: [id], onDelete: SetNull)"
InternalChatChannel,messages,app_v3,internal_chat_channels,,InternalChatMessage,false,true,true,,
InternalChatMessage,env,app_v3,internal_chat_messages,env,String,false,false,false,"""prod""","@default(""prod"")"
InternalChatMessage,id,app_v3,internal_chat_messages,id,String,false,false,false,"dbgenerated(""gen_random_uuid(","@id @default(dbgenerated(""gen_random_uuid()"")) @db.Uuid"
InternalChatMessage,organizationId,app_v3,internal_chat_messages,organization_id,Int,false,false,false,,"@map(""organization_id"")"
InternalChatMessage,channelId,app_v3,internal_chat_messages,channel_id,String,false,false,false,,"@map(""channel_id"") @db.Uuid"
InternalChatMessage,authorUserId,app_v3,internal_chat_messages,author_user_id,String,true,false,false,,"@map(""author_user_id"") @db.Uuid"
InternalChatMessage,body,app_v3,internal_chat_messages,body,String,false,false,false,,@db.Text
InternalChatMessage,createdAt,app_v3,internal_chat_messages,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
InternalChatMessage,editedAt,app_v3,internal_chat_messages,edited_at,DateTime,true,false,false,,"@map(""edited_at"") @db.Timestamptz(6)"
InternalChatMessage,deletedAt,app_v3,internal_chat_messages,deleted_at,DateTime,true,false,false,,"@map(""deleted_at"") @db.Timestamptz(6)"
InternalChatMessage,organization,app_v3,internal_chat_messages,,Organization,false,false,true,,"@relation(fields: [organizationId], references: [id], onDelete: Cascade)"
InternalChatMessage,channel,app_v3,internal_chat_messages,,InternalChatChannel,false,false,true,,"@relation(fields: [channelId], references: [id], onDelete: Cascade)"
InternalChatMessage,author,app_v3,internal_chat_messages,,Profile,true,false,true,,"@relation(""InternalChatMessageAuthor"", fields: [authorUserId], references: [id], onDelete: SetNull)"
ChatConversation,env,app_v3,chat_conversations,env,String,false,false,false,"""prod""","@default(""prod"")"
ChatConversation,id,app_v3,chat_conversations,id,String,false,false,false,"dbgenerated(""gen_random_uuid(","@id @default(dbgenerated(""gen_random_uuid()"")) @db.Uuid"
ChatConversation,organizationId,app_v3,chat_conversations,organization_id,Int,false,false,false,,"@map(""organization_id"")"
ChatConversation,type,app_v3,chat_conversations,,ChatConversationType,false,false,true,,
ChatConversation,title,app_v3,chat_conversations,title,String,true,false,false,,
ChatConversation,description,app_v3,chat_conversations,description,String,true,false,false,,
ChatConversation,createdByUserId,app_v3,chat_conversations,created_by_user_id,String,true,false,false,,"@map(""created_by_user_id"") @db.Uuid"
ChatConversation,createdAt,app_v3,chat_conversations,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
ChatConversation,updatedAt,app_v3,chat_conversations,updated_at,DateTime,false,false,false,now(,"@default(now()) @updatedAt @map(""updated_at"") @db.Timestamptz(6)"
ChatConversation,lastMessageAt,app_v3,chat_conversations,last_message_at,DateTime,true,false,false,,"@map(""last_message_at"") @db.Timestamptz(6)"
ChatConversation,lastMessageId,app_v3,chat_conversations,last_message_id,String,true,false,false,,"@unique @map(""last_message_id"") @db.Uuid"
ChatConversation,organization,app_v3,chat_conversations,,Organization,false,false,true,,"@relation(fields: [organizationId], references: [id], onDelete: Cascade)"
ChatConversation,createdBy,app_v3,chat_conversations,,Profile,true,false,true,,"@relation(""ChatConversationCreator"", fields: [createdByUserId], references: [id], onDelete: SetNull)"
ChatConversation,lastMessage,app_v3,chat_conversations,,ChatConversationMessage,true,false,true,,"@relation(""ChatConversationLastMessage"", fields: [lastMessageId], references: [id], onDelete: SetNull)"
ChatConversation,members,app_v3,chat_conversations,,ChatConversationMember,false,true,true,,
ChatConversation,messages,app_v3,chat_conversations,,ChatConversationMessage,false,true,true,,"@relation(""ChatConversationMessages"")"
ChatConversationMember,env,app_v3,chat_conversation_members,env,String,false,false,false,"""prod""","@default(""prod"")"
ChatConversationMember,conversationId,app_v3,chat_conversation_members,conversation_id,String,false,false,false,,"@map(""conversation_id"") @db.Uuid"
ChatConversationMember,organizationId,app_v3,chat_conversation_members,organization_id,Int,false,false,false,,"@map(""organization_id"")"
ChatConversationMember,userId,app_v3,chat_conversation_members,user_id,String,false,false,false,,"@map(""user_id"") @db.Uuid"
ChatConversationMember,role,app_v3,chat_conversation_members,,ChatConversationMemberRole,false,false,true,MEMBER,@default(MEMBER)
ChatConversationMember,joinedAt,app_v3,chat_conversation_members,joined_at,DateTime,false,false,false,now(,"@default(now()) @map(""joined_at"") @db.Timestamptz(6)"
ChatConversationMember,mutedUntil,app_v3,chat_conversation_members,muted_until,DateTime,true,false,false,,"@map(""muted_until"") @db.Timestamptz(6)"
ChatConversationMember,notifLevel,app_v3,chat_conversation_members,notif_level,ChatConversationNotificationLevel,false,false,true,ALL,"@default(ALL) @map(""notif_level"")"
ChatConversationMember,lastReadMessageId,app_v3,chat_conversation_members,last_read_message_id,String,true,false,false,,"@map(""last_read_message_id"") @db.Uuid"
ChatConversationMember,lastReadAt,app_v3,chat_conversation_members,last_read_at,DateTime,true,false,false,,"@map(""last_read_at"") @db.Timestamptz(6)"
ChatConversationMember,conversation,app_v3,chat_conversation_members,,ChatConversation,false,false,true,,"@relation(fields: [conversationId], references: [id], onDelete: Cascade)"
ChatConversationMember,user,app_v3,chat_conversation_members,,Profile,false,false,true,,"@relation(""ChatConversationMemberUser"", fields: [userId], references: [id], onDelete: Cascade)"
ChatConversationMember,lastReadMessage,app_v3,chat_conversation_members,,ChatConversationMessage,true,false,true,,"@relation(""ChatConversationMemberLastRead"", fields: [lastReadMessageId], references: [id], onDelete: SetNull)"
ChatConversationMessage,env,app_v3,chat_conversation_messages,env,String,false,false,false,"""prod""","@default(""prod"")"
ChatConversationMessage,id,app_v3,chat_conversation_messages,id,String,false,false,false,"dbgenerated(""gen_random_uuid(","@id @default(dbgenerated(""gen_random_uuid()"")) @db.Uuid"
ChatConversationMessage,conversationId,app_v3,chat_conversation_messages,conversation_id,String,false,false,false,,"@map(""conversation_id"") @db.Uuid"
ChatConversationMessage,organizationId,app_v3,chat_conversation_messages,organization_id,Int,false,false,false,,"@map(""organization_id"")"
ChatConversationMessage,senderId,app_v3,chat_conversation_messages,sender_id,String,false,false,false,,"@map(""sender_id"") @db.Uuid"
ChatConversationMessage,body,app_v3,chat_conversation_messages,body,String,true,false,false,,@db.Text
ChatConversationMessage,clientMessageId,app_v3,chat_conversation_messages,client_message_id,String,false,false,false,,"@map(""client_message_id"")"
ChatConversationMessage,kind,app_v3,chat_conversation_messages,,ChatConversationMessageKind,false,false,true,TEXT,@default(TEXT)
ChatConversationMessage,metadata,app_v3,chat_conversation_messages,metadata,Json,true,false,false,"""{}""","@default(""{}"")"
ChatConversationMessage,createdAt,app_v3,chat_conversation_messages,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
ChatConversationMessage,editedAt,app_v3,chat_conversation_messages,edited_at,DateTime,true,false,false,,"@map(""edited_at"") @db.Timestamptz(6)"
ChatConversationMessage,deletedAt,app_v3,chat_conversation_messages,deleted_at,DateTime,true,false,false,,"@map(""deleted_at"") @db.Timestamptz(6)"
ChatConversationMessage,replyToId,app_v3,chat_conversation_messages,reply_to_id,String,true,false,false,,"@map(""reply_to_id"") @db.Uuid"
ChatConversationMessage,conversation,app_v3,chat_conversation_messages,,ChatConversation,false,false,true,,"@relation(""ChatConversationMessages"", fields: [conversationId], references: [id], onDelete: Cascade)"
ChatConversationMessage,sender,app_v3,chat_conversation_messages,,Profile,false,false,true,,"@relation(""ChatConversationMessageSender"", fields: [senderId], references: [id], onDelete: Cascade)"
ChatConversationMessage,replyTo,app_v3,chat_conversation_messages,,ChatConversationMessage,true,false,true,,"@relation(""ChatConversationMessageReplies"", fields: [replyToId], references: [id], onDelete: SetNull)"
ChatConversationMessage,replies,app_v3,chat_conversation_messages,,ChatConversationMessage,false,true,true,,"@relation(""ChatConversationMessageReplies"")"
ChatConversationMessage,attachments,app_v3,chat_conversation_messages,,ChatConversationAttachment,false,true,true,,
ChatConversationMessage,reactions,app_v3,chat_conversation_messages,,ChatMessageReaction,false,true,true,,
