model,field,db_schema,db_table,db_column,type,nullable,is_list,is_relation,default,attributes
Profile,id,app_v3,profiles,id,String,false,false,false,,@id @db.Uuid
Profile,env,app_v3,profiles,env,String,false,false,false,"""prod""","@default(""prod"")"
Profile,username,app_v3,profiles,username,String,true,false,false,,@unique @db.Citext
Profile,fullName,app_v3,profiles,full_name,String,true,false,false,,"@map(""full_name"")"
Profile,avatarUrl,app_v3,profiles,avatar_url,String,true,false,false,,"@map(""avatar_url"")"
Profile,coverUrl,app_v3,profiles,cover_url,String,true,false,false,,"@map(""cover_url"")"
Profile,bio,app_v3,profiles,bio,String,true,false,false,,
Profile,city,app_v3,profiles,city,String,true,false,false,,
Profile,gender,app_v3,profiles,,Gender,true,false,true,,
Profile,padelLevel,app_v3,profiles,padel_level,String,true,false,false,,"@map(""padel_level"")"
Profile,padelPreferredSide,app_v3,profiles,padel_preferred_side,PadelPreferredSide,true,false,true,,"@map(""padel_preferred_side"")"
Profile,padelClubName,app_v3,profiles,padel_club_name,String,true,false,false,,"@map(""padel_club_name"")"
Profile,favouriteCategories,app_v3,profiles,favourite_categories,String,false,true,false,[],"@default([]) @map(""favourite_categories"")"
Profile,onboardingDone,app_v3,profiles,onboarding_done,Boolean,false,false,false,false,"@default(false) @map(""onboarding_done"")"
Profile,roles,app_v3,profiles,roles,String,false,true,false,"[""user""]","@default([""user""])"
Profile,activeOrganizationId,app_v3,profiles,active_organization_id,Int,true,false,false,,"@map(""active_organization_id"")"
Profile,createdAt,app_v3,profiles,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"")"
Profile,updatedAt,app_v3,profiles,updated_at,DateTime,false,false,false,now(,"@default(now()) @updatedAt @map(""updated_at"")"
Profile,deletedAt,app_v3,profiles,deleted_at,DateTime,true,false,false,,"@map(""deleted_at"") @db.Timestamp(6)"
Profile,isDeleted,app_v3,profiles,is_deleted,Boolean,false,false,false,false,"@default(false) @map(""is_deleted"")"
Profile,visibility,app_v3,profiles,,Visibility,false,false,true,PUBLIC,@default(PUBLIC)
Profile,is_verified,app_v3,profiles,is_verified,Boolean,false,false,false,false,@default(false)
Profile,contactPhone,app_v3,profiles,contact_phone,String,true,false,false,,"@map(""contact_phone"")"
Profile,status,app_v3,profiles,,AccountStatus,true,false,true,ACTIVE,@default(ACTIVE)
Profile,deletionRequestedAt,app_v3,profiles,deletion_requested_at,DateTime,true,false,false,,"@map(""deletion_requested_at"") @db.Timestamptz(6)"
Profile,deletionScheduledFor,app_v3,profiles,deletion_scheduled_for,DateTime,true,false,false,,"@map(""deletion_scheduled_for"") @db.Timestamptz(6)"
Profile,deletedAtFinal,app_v3,profiles,deleted_at_final,DateTime,true,false,false,,"@map(""deleted_at_final"") @db.Timestamptz(6)"
Profile,follows_follows_follower_idToprofiles,app_v3,profiles,,follows,false,true,true,,"@relation(""follows_follower_idToprofiles"")"
Profile,follows_follows_following_idToprofiles,app_v3,profiles,,follows,false,true,true,,"@relation(""follows_following_idToprofiles"")"
Profile,followRequestsSent,app_v3,profiles,,follow_requests,false,true,true,,"@relation(""follow_requests_requester"")"
Profile,followRequestsReceived,app_v3,profiles,,follow_requests,false,true,true,,"@relation(""follow_requests_target"")"
Profile,organization_follows_organization_follows_follower_idToprofiles,app_v3,profiles,,organization_follows,false,true,true,,"@relation(""organization_follows_follower_idToprofiles"")"
Profile,notificationsSent,app_v3,profiles,,Notification,false,true,true,,"@relation(""NotificationSender"")"
Profile,notifications,app_v3,profiles,,Notification,false,true,true,,
Profile,notificationPreference,app_v3,profiles,,NotificationPreference,true,false,true,,
Profile,crmCustomers,app_v3,profiles,,CrmCustomer,false,true,true,,
Profile,crmInteractions,app_v3,profiles,,CrmInteraction,false,true,true,,
Profile,crmCustomerNotesAuthored,app_v3,profiles,,CrmCustomerNote,false,true,true,,
Profile,crmSegmentsCreated,app_v3,profiles,,CrmSegment,false,true,true,,
Profile,crmCampaignsCreated,app_v3,profiles,,CrmCampaign,false,true,true,,
Profile,crmCampaignDeliveries,app_v3,profiles,,CrmCampaignDelivery,false,true,true,,
Profile,userConsents,app_v3,profiles,,UserConsent,false,true,true,,
Profile,loyaltyLedgerEntries,app_v3,profiles,,LoyaltyLedger,false,true,true,,
Profile,organizationInvitesSent,app_v3,profiles,,OrganizationMemberInvite,false,true,true,,"@relation(""OrganizationMemberInviteInviter"")"
Profile,organizationInvitesReceived,app_v3,profiles,,OrganizationMemberInvite,false,true,true,,"@relation(""OrganizationMemberInviteTarget"")"
Profile,bookingInvitesSent,app_v3,profiles,,BookingInvite,false,true,true,,"@relation(""BookingInviteInvitedBy"")"
Profile,bookingChargesCreated,app_v3,profiles,,BookingCharge,false,true,true,,"@relation(""BookingChargeCreatedBy"")"
Profile,bookingParticipants,app_v3,profiles,,BookingParticipant,false,true,true,,"@relation(""BookingParticipantUser"")"
Profile,bookingSplitsCreated,app_v3,profiles,,BookingSplit,false,true,true,,"@relation(""BookingSplitCreatedBy"")"
Profile,bookingSplitParticipants,app_v3,profiles,,BookingSplitParticipant,false,true,true,,"@relation(""BookingSplitParticipantUser"")"
Profile,scheduleDelaysCreated,app_v3,profiles,,ScheduleDelay,false,true,true,,"@relation(""ScheduleDelayCreatedBy"")"
Profile,eventInvitesSent,app_v3,profiles,,EventInvite,false,true,true,,"@relation(""EventInviteInviter"")"
Profile,eventInvitesReceived,app_v3,profiles,,EventInvite,false,true,true,,"@relation(""EventInviteTarget"")"
Profile,organization_members_organization_members_invited_by_user_idToprofiles,app_v3,profiles,,OrganizationMember,false,true,true,,"@relation(""organization_members_invited_by_user_idToprofiles"")"
Profile,organizationMembers,app_v3,profiles,,OrganizationMember,false,true,true,,
Profile,organizationGroupMembers,app_v3,profiles,,OrganizationGroupMember,false,true,true,,
Profile,organizationMemberPermissions,app_v3,profiles,,OrganizationMemberPermission,false,true,true,,
Profile,userActivities,app_v3,profiles,,UserActivity,false,true,true,,
Profile,bookings,app_v3,profiles,,Booking,false,true,true,,
Profile,serviceCreditBalances,app_v3,profiles,,ServiceCreditBalance,false,true,true,,
Profile,serviceCreditLedger,app_v3,profiles,,ServiceCreditLedger,false,true,true,,
Profile,serviceReviews,app_v3,profiles,,ServiceReview,false,true,true,,
Profile,transactions,app_v3,profiles,,Transaction,false,true,true,,
Profile,padelPairingSlots,app_v3,profiles,,PadelPairingSlot,false,true,true,,"@relation(""PadelPairingSlotProfile"")"
Profile,padelPairingInvites,app_v3,profiles,,PadelPairingSlot,false,true,true,,"@relation(""PadelPairingSlotInvitedUser"")"
Profile,padelPairingsPlayer1,app_v3,profiles,,PadelPairing,false,true,true,,"@relation(""PadelPairingPlayer1"")"
Profile,padelPairingsPlayer2,app_v3,profiles,,PadelPairing,false,true,true,,"@relation(""PadelPairingPlayer2"")"
Profile,padelWaitlistEntries,app_v3,profiles,,PadelWaitlistEntry,false,true,true,,
Profile,padelTeamMembers,app_v3,profiles,,PadelTeamMember,false,true,true,,
Profile,padelCommunityPosts,app_v3,profiles,,PadelCommunityPost,false,true,true,,
Profile,padelCommunityReactions,app_v3,profiles,,PadelCommunityReaction,false,true,true,,
Profile,padelCommunityComments,app_v3,profiles,,PadelCommunityComment,false,true,true,,
Profile,padelTournamentRoleAssignments,app_v3,profiles,,PadelTournamentRoleAssignment,false,true,true,,
Profile,tournamentEntries,app_v3,profiles,,TournamentEntry,false,true,true,,
Profile,organizationFormSubmissions,app_v3,profiles,,OrganizationFormSubmission,false,true,true,,
Profile,tournamentsGenerated,app_v3,profiles,,Tournament,false,true,true,,"@relation(""TournamentGeneratedBy"")"
Profile,tournamentAuditLogs,app_v3,profiles,,TournamentAuditLog,false,true,true,,"@relation(""TournamentAuditLogUser"")"
Profile,userIdentities,app_v3,profiles,,UserIdentity,false,true,true,,
Profile,pushDeviceTokens,app_v3,profiles,,PushDeviceToken,false,true,true,,
Profile,adminMfa,app_v3,profiles,,AdminMfa,true,false,true,,
Profile,users,app_v3,profiles,,users,false,false,true,,"@relation(fields: [id], references: [id], onDelete: Cascade, onUpdate: NoAction)"
Profile,notificationOutbox,app_v3,profiles,,NotificationOutbox,false,true,true,,
Profile,eventFavorites,app_v3,profiles,,EventFavorite,false,true,true,,
Profile,servicesInstructing,app_v3,profiles,,Service,false,true,true,,"@relation(""ServiceInstructor"")"
Profile,reservationProfessionals,app_v3,profiles,,ReservationProfessional,false,true,true,,
Profile,membershipSubscriptions,app_v3,profiles,,MembershipSubscription,false,true,true,,
Profile,trainerProfiles,app_v3,profiles,,TrainerProfile,false,true,true,,
Profile,chatMembers,app_v3,profiles,,ChatMember,false,true,true,,
Profile,chatMessages,app_v3,profiles,,ChatMessage,false,true,true,,"@relation(""ChatMessageUser"")"
Profile,chatReadStates,app_v3,profiles,,ChatReadState,false,true,true,,
Profile,chatModerationLogs,app_v3,profiles,,ChatModerationLog,false,true,true,,
Profile,chatConversationsCreated,app_v3,profiles,,ChatConversation,false,true,true,,"@relation(""ChatConversationCreator"")"
Profile,chatConversationMembers,app_v3,profiles,,ChatConversationMember,false,true,true,,"@relation(""ChatConversationMemberUser"")"
Profile,chatConversationMessages,app_v3,profiles,,ChatConversationMessage,false,true,true,,"@relation(""ChatConversationMessageSender"")"
Profile,chatMessageReportsAuthored,app_v3,profiles,,ChatMessageReport,false,true,true,,"@relation(""ChatMessageReportReporter"")"
Profile,chatMessageReactions,app_v3,profiles,,ChatMessageReaction,false,true,true,,
Profile,chatMessagePins,app_v3,profiles,,ChatMessagePin,false,true,true,,
Profile,chatUserBlocks,app_v3,profiles,,ChatUserBlock,false,true,true,,"@relation(""ChatUserBlockBlocker"")"
Profile,chatUserBlockedBy,app_v3,profiles,,ChatUserBlock,false,true,true,,"@relation(""ChatUserBlockBlocked"")"
Profile,chatUserPresence,app_v3,profiles,,ChatUserPresence,true,false,true,,"@relation(""ChatUserPresenceUser"")"
Profile,internalChatChannelsCreated,app_v3,profiles,,InternalChatChannel,false,true,true,,"@relation(""InternalChatChannelCreator"")"
Profile,internalChatMessagesAuthored,app_v3,profiles,,InternalChatMessage,false,true,true,,"@relation(""InternalChatMessageAuthor"")"
Profile,locationConsent,app_v3,profiles,location_consent,LocationConsent,false,false,true,PENDING,"@default(PENDING) @map(""location_consent"")"
Profile,locationGranularity,app_v3,profiles,location_granularity,LocationGranularity,false,false,true,COARSE,"@default(COARSE) @map(""location_granularity"")"
Profile,locationSource,app_v3,profiles,location_source,UserLocationSource,true,false,true,,"@map(""location_source"")"
Profile,locationCity,app_v3,profiles,location_city,String,true,false,false,,"@map(""location_city"")"
Profile,locationRegion,app_v3,profiles,location_region,String,true,false,false,,"@map(""location_region"")"
Profile,locationUpdatedAt,app_v3,profiles,location_updated_at,DateTime,true,false,false,,"@map(""location_updated_at"") @db.Timestamptz(6)"
Profile,store,app_v3,profiles,,Store,true,false,true,,
Profile,storeCarts,app_v3,profiles,,StoreCart,false,true,true,,
Profile,storeOrders,app_v3,profiles,,StoreOrder,false,true,true,,
Profile,storeDigitalGrants,app_v3,profiles,,StoreDigitalGrant,false,true,true,,
Profile,dsarCases,app_v3,profiles,,DsarCase,false,true,true,,
Profile,promoCodesPromoted,app_v3,profiles,,PromoCode,false,true,true,,"@relation(""PromoCodePromoter"")"
Profile,activeOrganization,app_v3,profiles,,Organization,true,false,true,,"@relation(""ProfileActiveOrganization"", fields: [activeOrganizationId], references: [id], onDelete: SetNull, onUpdate: NoAction)"
UserIdentity,id,app_v3,user_identities,id,String,false,false,false,"dbgenerated(""gen_random_uuid(","@id @default(dbgenerated(""gen_random_uuid()"")) @db.Uuid"
UserIdentity,env,app_v3,user_identities,env,String,false,false,false,"""prod""","@default(""prod"")"
UserIdentity,userId,app_v3,user_identities,user_id,String,false,false,false,,"@map(""user_id"") @db.Uuid"
UserIdentity,provider,app_v3,user_identities,provider,String,false,false,false,,@db.Text
UserIdentity,providerUserId,app_v3,user_identities,provider_user_id,String,false,false,false,,"@map(""provider_user_id"") @db.Text"
UserIdentity,email,app_v3,user_identities,email,String,true,false,false,,@db.Text
UserIdentity,createdAt,app_v3,user_identities,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
UserIdentity,user,app_v3,user_identities,,Profile,false,false,true,,"@relation(fields: [userId], references: [id], onDelete: Cascade)"
PushDeviceToken,id,app_v3,push_device_tokens,id,String,false,false,false,"dbgenerated(""gen_random_uuid(","@id @default(dbgenerated(""gen_random_uuid()"")) @db.Uuid"
PushDeviceToken,env,app_v3,push_device_tokens,env,String,false,false,false,"""prod""","@default(""prod"")"
PushDeviceToken,userId,app_v3,push_device_tokens,user_id,String,false,false,false,,"@map(""user_id"") @db.Uuid"
PushDeviceToken,platform,app_v3,push_device_tokens,platform,String,false,false,false,,@db.Text
PushDeviceToken,token,app_v3,push_device_tokens,token,String,false,false,false,,@db.Text
PushDeviceToken,createdAt,app_v3,push_device_tokens,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
PushDeviceToken,revokedAt,app_v3,push_device_tokens,revoked_at,DateTime,true,false,false,,"@map(""revoked_at"") @db.Timestamptz(6)"
PushDeviceToken,user,app_v3,push_device_tokens,,Profile,false,false,true,,"@relation(fields: [userId], references: [id], onDelete: Cascade)"
Organization,env,app_v3,organizations,env,String,false,false,false,"""prod""","@default(""prod"")"
Organization,id,app_v3,organizations,id,Int,false,false,false,autoincrement(,@id @default(autoincrement())
Organization,groupId,app_v3,organizations,group_id,Int,false,false,false,,"@map(""group_id"")"
Organization,stripeAccountId,app_v3,organizations,stripe_account_id,String,true,false,false,,"@map(""stripe_account_id"")"
Organization,status,app_v3,organizations,,OrganizationStatus,false,false,true,PENDING,@default(PENDING)
Organization,createdAt,app_v3,organizations,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"")"
Organization,updatedAt,app_v3,organizations,updated_at,DateTime,false,false,false,now(,"@default(now()) @updatedAt @map(""updated_at"")"
Organization,feeMode,app_v3,organizations,fee_mode,FeeMode,false,false,true,ADDED,"@default(ADDED) @map(""fee_mode"")"
Organization,platformFeeBps,app_v3,organizations,platform_fee_bps,Int,false,false,false,200,"@default(200) @map(""platform_fee_bps"")"
Organization,platformFeeFixedCents,app_v3,organizations,platform_fee_fixed_cents,Int,false,false,false,0,"@default(0) @map(""platform_fee_fixed_cents"")"
Organization,stripeChargesEnabled,app_v3,organizations,stripe_charges_enabled,Boolean,false,false,false,false,"@default(false) @map(""stripe_charges_enabled"")"
Organization,stripePayoutsEnabled,app_v3,organizations,stripe_payouts_enabled,Boolean,false,false,false,false,"@default(false) @map(""stripe_payouts_enabled"")"
Organization,stripeCustomerId,app_v3,organizations,stripe_customer_id,String,true,false,false,,"@map(""stripe_customer_id"")"
Organization,stripeSubscriptionId,app_v3,organizations,stripe_subscription_id,String,true,false,false,,"@map(""stripe_subscription_id"")"
Organization,entityType,app_v3,organizations,entity_type,String,true,false,false,,"@map(""entity_type"")"
Organization,businessName,app_v3,organizations,business_name,String,true,false,false,,"@map(""business_name"")"
Organization,city,app_v3,organizations,city,String,true,false,false,,"@map(""city"")"
Organization,payoutIban,app_v3,organizations,payout_iban,String,true,false,false,,"@map(""payout_iban"")"
Organization,username,app_v3,organizations,username,String,true,false,false,,@unique @db.Citext
Organization,language,app_v3,organizations,language,String,true,false,false,"""pt""","@default(""pt"")"
Organization,timezone,app_v3,organizations,timezone,String,false,false,false,"""Europe/Lisbon""","@default(""Europe/Lisbon"")"
Organization,alertsEmail,app_v3,organizations,alerts_email,String,true,false,false,,"@map(""alerts_email"")"
Organization,alertsSalesEnabled,app_v3,organizations,alerts_sales_enabled,Boolean,true,false,false,true,"@default(true) @map(""alerts_sales_enabled"")"
Organization,alertsPayoutEnabled,app_v3,organizations,alerts_payout_enabled,Boolean,true,false,false,false,"@default(false) @map(""alerts_payout_enabled"")"
Organization,brandingAvatarUrl,app_v3,organizations,branding_avatar_url,String,true,false,false,,"@map(""branding_avatar_url"")"
Organization,brandingCoverUrl,app_v3,organizations,branding_cover_url,String,true,false,false,,"@map(""branding_cover_url"")"
Organization,brandingPrimaryColor,app_v3,organizations,branding_primary_color,String,true,false,false,,"@map(""branding_primary_color"")"
Organization,brandingSecondaryColor,app_v3,organizations,branding_secondary_color,String,true,false,false,,"@map(""branding_secondary_color"")"
Organization,organizationKind,app_v3,organizations,organization_kind,OrganizationKind,false,false,true,PESSOA_SINGULAR,"@default(PESSOA_SINGULAR) @map(""organization_kind"")"
Organization,primaryModule,app_v3,organizations,primary_module,OrganizationModule,false,false,true,EVENTOS,"@default(EVENTOS) @map(""primary_module"")"
Organization,reservationAssignmentMode,app_v3,organizations,reservation_assignment_mode,ReservationAssignmentMode,false,false,true,PROFESSIONAL,"@default(PROFESSIONAL) @map(""reservation_assignment_mode"")"
Organization,liveHubPremiumEnabled,app_v3,organizations,live_hub_premium_enabled,Boolean,false,false,false,false,"@default(false) @map(""live_hub_premium_enabled"")"
Organization,padelDefaultShortName,app_v3,organizations,padel_default_short_name,String,true,false,false,,"@map(""padel_default_short_name"")"
Organization,padelDefaultCity,app_v3,organizations,padel_default_city,String,true,false,false,,"@map(""padel_default_city"")"
Organization,padelDefaultAddress,app_v3,organizations,padel_default_address,String,true,false,false,,"@map(""padel_default_address"")"
Organization,padelDefaultCourts,app_v3,organizations,padel_default_courts,Int,false,false,false,0,"@default(0) @map(""padel_default_courts"")"
Organization,padelDefaultHours,app_v3,organizations,padel_default_hours,String,true,false,false,,"@map(""padel_default_hours"")"
Organization,padelDefaultRuleSetId,app_v3,organizations,padel_default_rule_set_id,Int,true,false,false,,"@map(""padel_default_rule_set_id"")"
Organization,padelFavoriteCategories,app_v3,organizations,padel_favorite_categories,Int,false,true,false,[],"@default([]) @map(""padel_favorite_categories"")"
Organization,publicName,app_v3,organizations,public_name,String,false,false,false,,"@map(""public_name"")"
Organization,address,app_v3,organizations,address,String,true,false,false,,"@map(""address"")"
Organization,showAddressPublicly,app_v3,organizations,show_address_publicly,Boolean,false,false,false,false,"@default(false) @map(""show_address_publicly"")"
Organization,publicWebsite,app_v3,organizations,public_website,String,true,false,false,,"@map(""public_website"")"
Organization,publicInstagram,app_v3,organizations,public_instagram,String,true,false,false,,"@map(""public_instagram"")"
Organization,publicYoutube,app_v3,organizations,public_youtube,String,true,false,false,,"@map(""public_youtube"")"
Organization,publicDescription,app_v3,organizations,public_description,String,true,false,false,,"@map(""public_description"")"
Organization,publicHours,app_v3,organizations,public_hours,String,true,false,false,,"@map(""public_hours"")"
Organization,publicProfileLayout,app_v3,organizations,public_profile_layout,Json,true,false,false,,"@map(""public_profile_layout"")"
Organization,infoRules,app_v3,organizations,info_rules,String,true,false,false,,"@map(""info_rules"")"
Organization,infoFaq,app_v3,organizations,info_faq,String,true,false,false,,"@map(""info_faq"")"
Organization,infoRequirements,app_v3,organizations,info_requirements,String,true,false,false,,"@map(""info_requirements"")"
Organization,infoPolicies,app_v3,organizations,info_policies,String,true,false,false,,"@map(""info_policies"")"
Organization,infoLocationNotes,app_v3,organizations,info_location_notes,String,true,false,false,,"@map(""info_location_notes"")"
Organization,orgType,app_v3,organizations,org_type,OrgType,false,false,true,EXTERNAL,"@default(EXTERNAL) @map(""org_type"")"
Organization,officialEmail,app_v3,organizations,official_email,String,true,false,false,,"@map(""official_email"")"
Organization,officialEmailVerifiedAt,app_v3,organizations,official_email_verified_at,DateTime,true,false,false,,"@map(""official_email_verified_at"") @db.Timestamptz(6)"
Organization,officialEmailRequests,app_v3,organizations,,OrganizationOfficialEmailRequest,false,true,true,,
Organization,eventLogs,app_v3,organizations,,EventLog,false,true,true,,
Organization,activityFeedItems,app_v3,organizations,,ActivityFeedItem,false,true,true,,
Organization,agendaItems,app_v3,organizations,,AgendaItem,false,true,true,,
Organization,softBlocks,app_v3,organizations,,SoftBlock,false,true,true,,
Organization,searchIndexItems,app_v3,organizations,,SearchIndexItem,false,true,true,,
Organization,events,app_v3,organizations,,Event,false,true,true,,
Organization,promoCodes,app_v3,organizations,,PromoCode,false,true,true,,
Organization,payments,app_v3,organizations,,Payment,false,true,true,,
Organization,notifications,app_v3,organizations,,Notification,false,true,true,,"@relation(""NotificationOrganization"")"
Organization,memberInvites,app_v3,organizations,,OrganizationMemberInvite,false,true,true,,
Organization,members,app_v3,organizations,,OrganizationMember,false,true,true,,
Organization,memberPermissions,app_v3,organizations,,OrganizationMemberPermission,false,true,true,,
Organization,organizationModules,app_v3,organizations,,OrganizationModuleEntry,false,true,true,,
Organization,organizationForms,app_v3,organizations,,OrganizationForm,false,true,true,,
Organization,organizationAuditLogs,app_v3,organizations,,OrganizationAuditLog,false,true,true,,
Organization,publicApiKeys,app_v3,organizations,,PublicApiKey,false,true,true,,
Organization,settings,app_v3,organizations,,OrganizationSettings,true,false,true,,
Organization,ownerTransfers,app_v3,organizations,,OrganizationOwnerTransfer,false,true,true,,
Organization,trainerProfiles,app_v3,organizations,,TrainerProfile,false,true,true,,
Organization,padelDefaultRuleSet,app_v3,organizations,,PadelRuleSet,true,false,true,,"@relation(""OrganizationPadelDefaultRuleSet"", fields: [padelDefaultRuleSetId], references: [id], onUpdate: NoAction, map: ""organizations_padel_default_rule_set_fk"")"
Organization,padelCategories,app_v3,organizations,,PadelCategory,false,true,true,,
Organization,padelClubs,app_v3,organizations,,PadelClub,false,true,true,,
Organization,padelPairings,app_v3,organizations,,PadelPairing,false,true,true,,
Organization,padelTeams,app_v3,organizations,,PadelTeam,false,true,true,,
Organization,padelCommunityPosts,app_v3,organizations,,PadelCommunityPost,false,true,true,,
Organization,padelPlayers,app_v3,organizations,,PadelPlayerProfile,false,true,true,,
Organization,padelRankingEntries,app_v3,organizations,,PadelRankingEntry,false,true,true,,
Organization,reservationProfessionals,app_v3,organizations,,ReservationProfessional,false,true,true,,
Organization,reservationResources,app_v3,organizations,,ReservationResource,false,true,true,,
Organization,padelRuleSets,app_v3,organizations,,PadelRuleSet,false,true,true,,"@relation(""OrganizationPadelRuleSets"")"
Organization,padelTournaments,app_v3,organizations,,PadelTournamentConfig,false,true,true,,
Organization,padelTournamentRoleAssignments,app_v3,organizations,,PadelTournamentRoleAssignment,false,true,true,,
Organization,padelCourtBlocks,app_v3,organizations,,CalendarBlock,false,true,true,,
Organization,padelAvailabilities,app_v3,organizations,,CalendarAvailability,false,true,true,,
Organization,padelWaitlistEntries,app_v3,organizations,,PadelWaitlistEntry,false,true,true,,
Organization,organizationPolicies,app_v3,organizations,,OrganizationPolicy,false,true,true,,
Organization,refundPolicyVersions,app_v3,organizations,,RefundPolicyVersion,false,true,true,,
Organization,services,app_v3,organizations,,Service,false,true,true,,
Organization,bookings,app_v3,organizations,,Booking,false,true,true,,
Organization,bookingInvites,app_v3,organizations,,BookingInvite,false,true,true,,
Organization,bookingCharges,app_v3,organizations,,BookingCharge,false,true,true,,
Organization,bookingSplits,app_v3,organizations,,BookingSplit,false,true,true,,
Organization,scheduleDelays,app_v3,organizations,,ScheduleDelay,false,true,true,,
Organization,chatThreads,app_v3,organizations,,ChatThread,false,true,true,,
Organization,chatConversations,app_v3,organizations,,ChatConversation,false,true,true,,
Organization,internalChatChannels,app_v3,organizations,,InternalChatChannel,false,true,true,,
Organization,internalChatMessages,app_v3,organizations,,InternalChatMessage,false,true,true,,
Organization,weeklyAvailabilityTemplates,app_v3,organizations,,WeeklyAvailabilityTemplate,false,true,true,,
Organization,analyticsRollups,app_v3,organizations,,AnalyticsRollup,false,true,true,,
Organization,availabilityOverrides,app_v3,organizations,,AvailabilityOverride,false,true,true,,
Organization,serviceReviews,app_v3,organizations,,ServiceReview,false,true,true,,
Organization,transactions,app_v3,organizations,,Transaction,false,true,true,,
Organization,crmCustomers,app_v3,organizations,,CrmCustomer,false,true,true,,
Organization,crmCustomerNotes,app_v3,organizations,,CrmCustomerNote,false,true,true,,
Organization,crmInteractions,app_v3,organizations,,CrmInteraction,false,true,true,,
Organization,crmSegments,app_v3,organizations,,CrmSegment,false,true,true,,
Organization,crmSegmentMemberships,app_v3,organizations,,CrmSegmentMembership,false,true,true,,
Organization,crmCampaigns,app_v3,organizations,,CrmCampaign,false,true,true,,
Organization,crmCampaignDeliveries,app_v3,organizations,,CrmCampaignDelivery,false,true,true,,
Organization,userConsents,app_v3,organizations,,UserConsent,false,true,true,,
Organization,loyaltyProgram,app_v3,organizations,,LoyaltyProgram,true,false,true,,
Organization,activeProfiles,app_v3,organizations,,Profile,false,true,true,,"@relation(""ProfileActiveOrganization"")"
Organization,group,app_v3,organizations,,OrganizationGroup,false,false,true,,"@relation(fields: [groupId], references: [id], onDelete: Restrict, onUpdate: NoAction)"
Organization,memberOverrides,app_v3,organizations,,OrganizationGroupMemberOrganizationOverride,false,true,true,,
Organization,loyaltyLedger,app_v3,organizations,,LoyaltyLedger,false,true,true,,
Organization,membershipPlans,app_v3,organizations,,MembershipPlan,false,true,true,,
Organization,membershipSubscriptions,app_v3,organizations,,MembershipSubscription,false,true,true,,
Organization,store,app_v3,organizations,,Store,true,false,true,,
Organization,organization_follows_organization_follows_organization_idToorganizations,app_v3,organizations,,organization_follows,false,true,true,,"@relation(""organization_follows_organization_idToorganizations"")"
OrganizationSettings,env,app_v3,organization_settings,env,String,false,false,false,"""prod""","@default(""prod"")"
OrganizationSettings,organizationId,app_v3,organization_settings,organization_id,Int,false,false,false,,"@id @map(""organization_id"")"
OrganizationSettings,invoicingMode,app_v3,organization_settings,invoicing_mode,InvoicingMode,true,false,true,,"@map(""invoicing_mode"")"
OrganizationSettings,invoicingSoftwareName,app_v3,organization_settings,invoicing_software_name,String,true,false,false,,"@map(""invoicing_software_name"")"
OrganizationSettings,invoicingNotes,app_v3,organization_settings,invoicing_notes,String,true,false,false,,"@map(""invoicing_notes"")"
OrganizationSettings,invoicingAcknowledgedAt,app_v3,organization_settings,invoicing_acknowledged_at,DateTime,true,false,false,,"@map(""invoicing_acknowledged_at"") @db.Timestamptz(6)"
OrganizationSettings,invoicingAcknowledgedByIdentityId,app_v3,organization_settings,invoicing_acknowledged_by_identity_id,String,true,false,false,,"@map(""invoicing_acknowledged_by_identity_id"") @db.Uuid"
OrganizationSettings,createdAt,app_v3,organization_settings,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
OrganizationSettings,updatedAt,app_v3,organization_settings,updated_at,DateTime,false,false,false,now(,"@default(now()) @updatedAt @map(""updated_at"") @db.Timestamptz(6)"
OrganizationSettings,organization,app_v3,organization_settings,,Organization,false,false,true,,"@relation(fields: [organizationId], references: [id], onDelete: Cascade)"
OrganizationGroup,env,app_v3,organization_groups,env,String,false,false,false,"""prod""","@default(""prod"")"
OrganizationGroup,id,app_v3,organization_groups,id,Int,false,false,false,autoincrement(,@id @default(autoincrement())
OrganizationGroup,createdAt,app_v3,organization_groups,created_at,DateTime,false,false,false,now(,"@default(now()) @map(""created_at"") @db.Timestamptz(6)"
OrganizationGroup,updatedAt,app_v3,organization_groups,updated_at,DateTime,false,false,false,now(,"@default(now()) @updatedAt @map(""updated_at"") @db.Timestamptz(6)"
OrganizationGroup,organizations,app_v3,organization_groups,,Organization,false,true,true,,
OrganizationGroup,members,app_v3,organization_groups,,OrganizationGroupMember,false,true,true,,
OrganizationGroupMember,env,app_v3,organization_group_members,env,String,false,false,false,"""prod""","@default(""prod"")"
OrganizationGroupMember,id,app_v3,organization_group_members,id,String,false,false,false,"dbgenerated(""gen_random_uuid(","@id @default(dbgenerated(""gen_random_uuid()"")) @db.Uuid"
OrganizationGroupMember,groupId,app_v3,organization_group_members,group_id,Int,false,false,false,,"@map(""group_id"")"
OrganizationGroupMember,userId,app_v3,organization_group_members,user_id,String,false,false,false,,"@map(""user_id"") @db.Uuid"
