table,column,ordinal_position,data_type,udt_name,is_nullable,column_default,is_pk,is_fk,is_unique,row_count,null_frac,n_distinct
cron_heartbeats,error_count,8,integer,int4,NO,0,0,0,0,19,0,-0.263158
cron_heartbeats,last_duration_ms,9,integer,int4,YES,,0,0,0,19,0,-0.894737
cron_heartbeats,created_at,10,timestamp with time zone,timestamptz,NO,now(),0,0,0,19,0,-1
cron_heartbeats,updated_at,11,timestamp with time zone,timestamptz,NO,now(),0,0,0,19,0,-1
cron_heartbeats,env,12,text,text,NO,'prod'::text,0,0,0,19,0,1
cron_job_locks,job_key,1,text,text,NO,,1,0,0,1,0,-1
cron_job_locks,env,2,text,text,NO,'prod'::text,1,0,0,1,0,-1
cron_job_locks,locked_at,3,timestamp with time zone,timestamptz,NO,,0,0,0,1,0,-1
cron_job_locks,locked_until,4,timestamp with time zone,timestamptz,NO,,0,0,0,1,0,-1
cron_job_locks,locked_by,5,uuid,uuid,NO,,0,0,0,1,0,-1
cron_job_locks,created_at,6,timestamp with time zone,timestamptz,NO,now(),0,0,0,1,0,-1
cron_job_locks,updated_at,7,timestamp with time zone,timestamptz,NO,now(),0,0,0,1,0,-1
dsar_cases,id,1,uuid,uuid,NO,gen_random_uuid(),1,0,0,0,,
dsar_cases,user_id,2,uuid,uuid,NO,,0,1,0,0,,
dsar_cases,type,3,USER-DEFINED,DsarCaseType,NO,,0,0,0,0,,
dsar_cases,status,4,USER-DEFINED,DsarCaseStatus,NO,"'REQUESTED'::app_v3.""DsarCaseStatus""",0,0,0,0,,
dsar_cases,requested_at,5,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
dsar_cases,due_at,6,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
dsar_cases,completed_at,7,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
dsar_cases,metadata,8,jsonb,jsonb,YES,,0,0,0,0,,
dsar_cases,created_at,9,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
dsar_cases,updated_at,10,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
dsar_cases,env,11,text,text,NO,'prod'::text,0,0,0,0,,
email_identities,id,1,uuid,uuid,NO,gen_random_uuid(),1,0,0,75,0,-1
email_identities,email_normalized,2,USER-DEFINED,citext,NO,,0,0,1,75,0,-1
email_identities,email_verified_at,3,timestamp with time zone,timestamptz,YES,,0,0,0,75,0.925373,-0.0746269
email_identities,user_id,4,uuid,uuid,YES,,0,1,0,75,0.0447761,-0.955224
email_identities,created_at,5,timestamp with time zone,timestamptz,NO,now(),0,0,0,75,0,-1
email_identities,updated_at,6,timestamp with time zone,timestamptz,NO,now(),0,0,0,75,0,-1
email_identities,env,7,text,text,NO,'prod'::text,0,0,0,75,0,1
email_outbox,id,1,uuid,uuid,NO,gen_random_uuid(),1,0,0,0,,
email_outbox,template_key,2,text,text,NO,,0,0,0,0,,
email_outbox,recipient,3,USER-DEFINED,citext,NO,,0,0,0,0,,
email_outbox,purchase_id,4,text,text,NO,,0,0,0,0,,
email_outbox,entitlement_id,5,uuid,uuid,YES,,0,1,0,0,,
email_outbox,dedupe_key,6,text,text,NO,,0,0,1,0,,
email_outbox,status,7,text,text,NO,'PENDING'::text,0,0,0,0,,
email_outbox,payload,8,jsonb,jsonb,NO,'{}'::jsonb,0,0,0,0,,
email_outbox,created_at,9,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
email_outbox,sent_at,10,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
email_outbox,failed_at,11,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
email_outbox,error_code,12,text,text,YES,,0,0,0,0,,
email_outbox,env,13,text,text,NO,'prod'::text,0,0,0,0,,
entitlement_checkins,id,1,bigint,int8,NO,nextval('app_v3.entitlement_checkins_id_seq'::regclass),1,0,0,0,,
entitlement_checkins,entitlement_id,2,uuid,uuid,NO,,0,1,1,0,,
entitlement_checkins,event_id,3,integer,int4,NO,,0,0,1,0,,
entitlement_checkins,device_id,4,text,text,NO,,0,0,0,0,,
entitlement_checkins,result_code,5,USER-DEFINED,checkin_result_code,NO,,0,0,0,0,,
entitlement_checkins,checked_in_at,6,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
entitlement_checkins,checked_in_by,7,uuid,uuid,YES,,0,0,0,0,,
entitlement_checkins,purchase_id,8,text,text,NO,,0,0,0,0,,
entitlement_checkins,created_at,9,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
entitlement_checkins,updated_at,10,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
entitlement_checkins,idempotency_key,11,text,text,YES,,0,0,0,0,,
entitlement_checkins,causation_id,12,text,text,YES,,0,0,0,0,,
entitlement_checkins,correlation_id,13,text,text,YES,,0,0,0,0,,
entitlement_checkins,env,14,text,text,NO,'prod'::text,0,0,0,0,,
entitlement_checkins,method,15,USER-DEFINED,checkin_method,YES,,0,0,0,0,,
entitlement_checkins,manual_reason,16,text,text,YES,,0,0,0,0,,
entitlement_qr_tokens,id,1,bigint,int8,NO,nextval('app_v3.entitlement_qr_tokens_id_seq'::regclass),1,0,0,0,,
entitlement_qr_tokens,token_hash,2,text,text,NO,,0,0,1,0,,
entitlement_qr_tokens,entitlement_id,3,uuid,uuid,NO,,0,1,0,0,,
entitlement_qr_tokens,expires_at,4,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
entitlement_qr_tokens,created_at,5,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
entitlement_qr_tokens,env,6,text,text,NO,'prod'::text,0,0,0,0,,
entitlements,id,1,uuid,uuid,NO,gen_random_uuid(),1,0,0,3,0,-1
entitlements,type,2,USER-DEFINED,entitlement_type,NO,,0,0,1,3,0,1
entitlements,status,3,USER-DEFINED,entitlement_status,NO,'ACTIVE'::app_v3.entitlement_status,0,0,0,3,0,1
entitlements,owner_user_id,4,uuid,uuid,YES,,0,0,0,3,0.478261,3
entitlements,owner_identity_id,5,uuid,uuid,YES,,0,0,0,3,0.521739,-0.173913
entitlements,owner_key,6,text,text,NO,,0,0,1,3,0,-0.521739
entitlements,purchase_id,7,text,text,NO,,0,0,1,3,0,-0.652174
entitlements,sale_line_id,8,integer,int4,YES,,0,0,1,3,0,-0.652174
entitlements,event_id,9,integer,int4,YES,,0,0,0,3,0,-0.26087
entitlements,tournament_id,10,integer,int4,YES,,0,0,0,3,1,0
entitlements,season_id,11,integer,int4,YES,,0,0,0,3,1,0
entitlements,snapshot_title,12,text,text,NO,,0,0,0,3,0,-0.26087
entitlements,snapshot_cover_url,13,text,text,YES,,0,0,0,3,0.73913,-0.130435
entitlements,snapshot_venue_name,14,text,text,YES,,0,0,0,3,0,4
entitlements,snapshot_start_at,15,timestamp with time zone,timestamptz,NO,,0,0,0,3,0,-0.195652
entitlements,snapshot_timezone,16,text,text,NO,,0,0,0,3,0,1
entitlements,created_at,18,timestamp with time zone,timestamptz,NO,now(),0,0,0,3,0,-0.521739
entitlements,updated_at,19,timestamp with time zone,timestamptz,NO,now(),0,0,0,3,0,-0.891304
entitlements,line_item_index,20,integer,int4,NO,0,0,0,1,3,0,2
entitlements,ticket_id,21,text,text,YES,,0,1,0,3,0.26087,-0.73913
entitlements,policy_version_applied,22,integer,int4,YES,,0,0,0,3,0,1
entitlements,env,23,text,text,NO,'prod'::text,0,0,0,3,0,1
entitlements,booking_id,24,integer,int4,YES,,0,1,0,3,1,0
entitlements,store_order_line_id,25,integer,int4,YES,,0,1,0,3,1,0
event_access_policies,id,1,integer,int4,NO,nextval('app_v3.event_access_policies_id_seq'::regclass),1,0,0,69,0,-1
event_access_policies,event_id,2,integer,int4,NO,,0,1,1,69,0,-0.985507
event_access_policies,policy_version,3,integer,int4,NO,,0,0,1,69,0,2
event_access_policies,mode,4,USER-DEFINED,event_access_mode,NO,,0,0,0,69,0,1
event_access_policies,guest_checkout_allowed,5,boolean,bool,NO,,0,0,0,69,0,2
event_access_policies,invite_token_allowed,6,boolean,bool,NO,,0,0,0,69,0,1
event_access_policies,invite_identity_match,7,USER-DEFINED,invite_identity_match,NO,,0,0,0,69,0,2
event_access_policies,invite_token_ttl_seconds,8,integer,int4,YES,,0,0,0,69,1,0
event_access_policies,requires_entitlement_for_entry,9,boolean,bool,NO,,0,0,0,69,0,1
event_access_policies,checkin_methods,10,ARRAY,_checkin_method,NO,'{}'::app_v3.checkin_method[],0,0,0,69,0,2
event_access_policies,scanner_required,11,boolean,bool,NO,false,0,0,0,69,0,1
event_access_policies,allow_reentry,12,boolean,bool,NO,false,0,0,0,69,0,1
event_access_policies,reentry_window_minutes,13,integer,int4,NO,15,0,0,0,69,0,1
event_access_policies,max_entries,14,integer,int4,NO,1,0,0,0,69,0,1
event_access_policies,undo_window_minutes,15,integer,int4,NO,10,0,0,0,69,0,1
event_access_policies,created_at,16,timestamp with time zone,timestamptz,NO,now(),0,0,0,69,0,-1
event_access_policies,updated_at,17,timestamp with time zone,timestamptz,NO,now(),0,0,0,69,0,-1
event_access_policies,env,18,text,text,NO,'prod'::text,0,0,0,69,0,1
event_favorites,env,1,text,text,NO,'prod'::text,0,0,0,0,,
event_favorites,id,2,uuid,uuid,NO,gen_random_uuid(),1,0,0,0,,
event_favorites,user_id,3,uuid,uuid,NO,,0,1,1,0,,
event_favorites,event_id,4,integer,int4,NO,,0,1,1,0,,
event_favorites,notify,5,boolean,bool,NO,true,0,0,0,0,,
event_favorites,created_at,6,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
event_favorites,updated_at,7,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
event_invites,id,1,integer,int4,NO,nextval('app_v3.event_invites_id_seq'::regclass),1,0,0,0,,
event_invites,event_id,2,integer,int4,NO,,0,0,0,0,,
event_invites,invited_by_user_id,3,uuid,uuid,NO,,0,0,0,0,,
event_invites,target_identifier,4,USER-DEFINED,citext,NO,,0,0,0,0,,
event_invites,target_user_id,5,uuid,uuid,YES,,0,0,0,0,,
event_invites,created_at,6,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
event_invites,updated_at,7,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
event_invites,scope,8,USER-DEFINED,EventInviteScope,NO,"'PUBLIC'::app_v3.""EventInviteScope""",0,0,0,0,,
event_invites,env,9,text,text,NO,'prod'::text,0,0,0,0,,
event_logs,id,1,uuid,uuid,NO,,1,0,0,403,0,-1
event_logs,organization_id,2,integer,int4,NO,,0,1,0,403,0,6
event_logs,event_type,3,text,text,NO,,0,0,0,403,0,8
event_logs,idempotency_key,4,text,text,NO,,0,0,0,403,0,-1
event_logs,payload,5,jsonb,jsonb,NO,'{}'::jsonb,0,0,0,403,0,-0.950311
event_logs,actor_user_id,6,uuid,uuid,YES,,0,0,0,403,0.400621,-0.195652
event_logs,source_type,7,USER-DEFINED,SourceType,YES,,0,0,0,403,0.596273,5
event_logs,source_id,8,text,text,YES,,0,0,0,403,0.596273,-0.329193
event_logs,correlation_id,9,text,text,YES,,0,0,0,403,0,-0.888199
event_logs,created_at,10,timestamp with time zone,timestamptz,NO,now(),0,0,0,403,0,-1
event_logs,env,11,text,text,NO,'prod'::text,0,0,0,403,0,1
event_logs,event_version,12,text,text,NO,,0,0,0,403,0,1
event_logs,subject_type,13,text,text,NO,,0,0,0,403,0,6
event_logs,subject_id,14,text,text,NO,,0,0,0,403,0,-0.925466
event_logs,causation_id,15,text,text,NO,,0,0,0,403,0,-1
events,id,1,integer,int4,NO,nextval('app_v3.events_id_seq'::regclass),1,0,0,68,0,-1
events,slug,2,text,text,NO,,0,0,0,68,0,-1
events,title,3,text,text,NO,,0,0,0,68,0,-0.985294
events,description,4,text,text,NO,,0,0,0,68,0,-0.5
events,type,5,USER-DEFINED,EventType,NO,"'ORGANIZATION_EVENT'::app_v3.""EventType""",0,0,0,68,0,1
events,template_type,6,USER-DEFINED,EventTemplateType,YES,,0,0,0,68,0,3
events,organization_id,7,integer,int4,YES,,0,0,0,68,0,-0.279412
events,starts_at,8,timestamp without time zone,timestamp,NO,,0,0,0,68,0,-0.955882
events,ends_at,9,timestamp without time zone,timestamp,NO,,0,0,0,68,0,-1
events,status,16,USER-DEFINED,EventStatus,NO,"'DRAFT'::app_v3.""EventStatus""",0,0,0,68,0,2
events,timezone,17,text,text,NO,'Europe/Lisbon'::text,0,0,0,68,0,1
events,cover_image_url,18,text,text,YES,,0,0,0,68,0.323529,-0.676471
events,created_at,19,timestamp without time zone,timestamp,NO,CURRENT_TIMESTAMP,0,0,0,68,0,-1
events,updated_at,20,timestamp without time zone,timestamp,NO,,0,0,0,68,0,-0.926471
events,owner_user_id,21,uuid,uuid,NO,,0,0,0,68,0,-0.191176
events,deleted_at,22,timestamp without time zone,timestamp,YES,,0,0,0,68,1,0
events,is_deleted,23,boolean,bool,NO,false,0,0,0,68,0,1
events,resale_mode,24,USER-DEFINED,ResaleMode,NO,"'ALWAYS'::app_v3.""ResaleMode""",0,0,0,68,0,2
events,fee_mode,28,USER-DEFINED,FeeMode,NO,"'INCLUDED'::app_v3.""FeeMode""",0,0,0,68,0,2
events,payout_mode,29,USER-DEFINED,PayoutMode,NO,"'ORGANIZATION'::app_v3.""PayoutMode""",0,0,0,68,0,2
events,pricing_mode,42,USER-DEFINED,EventPricingMode,NO,"'STANDARD'::app_v3.""EventPricingMode""",0,0,0,68,0,2
events,env,43,text,text,NO,'prod'::text,0,0,0,68,0,1
events,address_id,44,uuid,uuid,YES,,0,1,0,68,0,-0.411765
events,interest_tags,45,ARRAY,_text,YES,ARRAY[]::text[],0,0,0,68,0,2
follow_requests,id,1,integer,int4,NO,nextval('app_v3.follow_requests_id_seq'::regclass),1,0,0,0,,
follow_requests,requester_id,2,uuid,uuid,NO,,0,1,0,0,,
follow_requests,target_id,3,uuid,uuid,NO,,0,1,0,0,,
follow_requests,created_at,4,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
follow_requests,env,5,text,text,NO,'prod'::text,0,0,0,0,,
follows,id,1,integer,int4,NO,nextval('app_v3.follows_id_seq'::regclass),1,0,0,10100,0,-1
follows,follower_id,2,uuid,uuid,NO,,0,1,1,10100,0,100
follows,following_id,3,uuid,uuid,NO,,0,1,1,10100,0,100
follows,created_at,4,timestamp with time zone,timestamptz,NO,now(),0,0,0,10100,0,5
follows,env,5,text,text,NO,'prod'::text,0,0,0,10100,0,1
global_usernames,username,1,USER-DEFINED,citext,NO,,1,0,0,130,0,-1
global_usernames,owner_type,2,text,text,NO,,0,0,0,130,0,2
global_usernames,owner_id,3,text,text,NO,,0,0,0,130,0,-1
global_usernames,created_at,4,timestamp with time zone,timestamptz,NO,now(),0,0,0,130,0,-1
global_usernames,updated_at,5,timestamp with time zone,timestamptz,NO,now(),0,0,0,130,0,-1
global_usernames,env,6,text,text,NO,'prod'::text,0,0,0,130,0,1
group_membership_requests,id,1,uuid,uuid,NO,gen_random_uuid(),1,0,0,0,,
group_membership_requests,env,2,text,text,NO,'prod'::text,0,0,0,0,,
group_membership_requests,type,3,USER-DEFINED,GroupMembershipRequestType,NO,,0,0,0,0,,
group_membership_requests,status,4,USER-DEFINED,GroupMembershipRequestStatus,NO,"'PENDING_CODES'::app_v3.""GroupMembershipRequestStatus""",0,0,0,0,,
group_membership_requests,group_id,5,integer,int4,NO,,0,1,0,0,,
group_membership_requests,organization_id,6,integer,int4,NO,,0,1,0,0,,
group_membership_requests,initiator_user_id,7,uuid,uuid,NO,,0,1,0,0,,
group_membership_requests,current_org_owner_user_id,8,uuid,uuid,NO,,0,1,0,0,,
group_membership_requests,target_owner_user_id,9,uuid,uuid,YES,,0,1,0,0,,
group_membership_requests,group_owner_code_hash,10,text,text,YES,,0,0,0,0,,
group_membership_requests,org_owner_code_hash,11,text,text,YES,,0,0,0,0,,
group_membership_requests,target_owner_code_hash,12,text,text,YES,,0,0,0,0,,
group_membership_requests,group_owner_code_verified_at,13,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
group_membership_requests,org_owner_code_verified_at,14,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
group_membership_requests,target_owner_code_verified_at,15,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
group_membership_requests,code_expires_at,16,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
group_membership_requests,lockout_until,17,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
group_membership_requests,attempt_count,18,integer,int4,NO,0,0,0,0,0,,
group_membership_requests,group_owner_email_token_hash,19,text,text,YES,,0,0,0,0,,
group_membership_requests,org_owner_email_token_hash,20,text,text,YES,,0,0,0,0,,
group_membership_requests,target_owner_email_token_hash,21,text,text,YES,,0,0,0,0,,
group_membership_requests,group_owner_email_confirmed_at,22,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
group_membership_requests,org_owner_email_confirmed_at,23,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
group_membership_requests,target_owner_email_confirmed_at,24,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
group_membership_requests,email_token_expires_at,25,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
group_membership_requests,resend_count,26,integer,int4,NO,0,0,0,0,0,,
group_membership_requests,correlation_id,27,text,text,YES,,0,0,0,0,,
group_membership_requests,metadata,28,jsonb,jsonb,YES,'{}'::jsonb,0,0,0,0,,
group_membership_requests,expires_at,29,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
group_membership_requests,completed_at,30,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
group_membership_requests,cancelled_at,31,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
group_membership_requests,created_at,32,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
group_membership_requests,updated_at,33,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
guest_ticket_access_tokens,env,1,text,text,NO,'prod'::text,0,0,0,0,,
guest_ticket_access_tokens,id,2,uuid,uuid,NO,gen_random_uuid(),1,0,0,0,,
guest_ticket_access_tokens,purchase_id,3,text,text,NO,,0,0,0,0,,
guest_ticket_access_tokens,event_id,4,integer,int4,NO,,0,1,0,0,,
guest_ticket_access_tokens,guest_email,5,USER-DEFINED,citext,NO,,0,0,0,0,,
guest_ticket_access_tokens,token_hash,6,text,text,NO,,0,0,1,0,,
guest_ticket_access_tokens,expires_at,7,timestamp with time zone,timestamptz,NO,,0,0,0,0,,
guest_ticket_access_tokens,created_at,8,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
guest_ticket_access_tokens,updated_at,9,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
guest_ticket_links,ticket_id,1,text,text,NO,,1,1,0,0,0,-1
guest_ticket_links,guest_email,2,text,text,NO,,0,0,0,0,0,-0.5
guest_ticket_links,guest_name,3,text,text,NO,,0,0,0,0,0,-0.5
guest_ticket_links,guest_phone,4,text,text,YES,,0,0,0,0,0,1
guest_ticket_links,created_at,7,timestamp with time zone,timestamptz,YES,now(),0,0,0,0,0,-1
guest_ticket_links,updated_at,8,timestamp with time zone,timestamptz,YES,now(),0,0,0,0,0,-1
guest_ticket_links,env,9,text,text,NO,'prod'::text,0,0,0,0,0,1
identity_merge_logs,env,1,text,text,NO,'prod'::text,0,0,0,4,,
identity_merge_logs,id,2,uuid,uuid,NO,gen_random_uuid(),1,0,0,4,,
identity_merge_logs,from_identity_id,3,uuid,uuid,NO,,0,1,0,4,,
identity_merge_logs,to_identity_id,4,uuid,uuid,NO,,0,1,0,4,,
identity_merge_logs,reason,5,USER-DEFINED,IdentityMergeReason,NO,,0,0,0,4,,
identity_merge_logs,email_normalized,6,USER-DEFINED,citext,NO,,0,0,0,4,,
identity_merge_logs,email_hash_hmac,7,text,text,NO,,0,0,0,4,,
identity_merge_logs,trigger_source,8,USER-DEFINED,IdentityMergeTriggerSource,NO,,0,0,0,4,,
identity_merge_logs,idempotency_key,9,text,text,NO,,0,0,0,4,,
identity_merge_logs,merged_at,10,timestamp with time zone,timestamptz,NO,now(),0,0,0,4,,
identity_merge_logs,merged_by,11,uuid,uuid,YES,,0,0,0,4,,
identity_merge_logs,artifacts_moved,12,jsonb,jsonb,NO,'{}'::jsonb,0,0,0,4,,
identity_merge_logs,status,13,USER-DEFINED,IdentityMergeStatus,NO,,0,0,0,4,,
identity_merge_logs,failure_code,14,text,text,YES,,0,0,0,4,,
identity_merge_logs,created_at,15,timestamp with time zone,timestamptz,NO,now(),0,0,0,4,,
identity_merge_logs,updated_at,16,timestamp with time zone,timestamptz,NO,now(),0,0,0,4,,
identity_tombstones,env,1,text,text,NO,'prod'::text,0,0,0,0,,
identity_tombstones,id,2,uuid,uuid,NO,gen_random_uuid(),1,0,0,0,,
identity_tombstones,from_identity_id,3,uuid,uuid,NO,,0,1,0,0,,
identity_tombstones,to_identity_id,4,uuid,uuid,NO,,0,1,0,0,,
identity_tombstones,merge_id,5,uuid,uuid,YES,,0,1,0,0,,
identity_tombstones,reason,6,USER-DEFINED,IdentityMergeReason,NO,,0,0,0,0,,
identity_tombstones,created_at,7,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
identity_tombstones,created_by,8,uuid,uuid,YES,,0,0,0,0,,
identity_tombstones,metadata,9,jsonb,jsonb,NO,'{}'::jsonb,0,0,0,0,,
invite_tokens,id,1,uuid,uuid,NO,gen_random_uuid(),1,0,0,0,,
invite_tokens,token_hash,2,text,text,NO,,0,0,1,0,,
invite_tokens,event_id,3,integer,int4,NO,,0,1,0,0,,
invite_tokens,ticket_type_id,4,integer,int4,YES,,0,1,0,0,,
invite_tokens,email_normalized,5,USER-DEFINED,citext,NO,,0,0,0,0,,
invite_tokens,expires_at,6,timestamp with time zone,timestamptz,NO,,0,0,0,0,,
invite_tokens,used_at,7,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
invite_tokens,used_by_identity_id,8,uuid,uuid,YES,,0,0,0,0,,
invite_tokens,created_at,9,timestamp with time zone,timestamptz,NO,now(),0,0,0,0,,
invite_tokens,env,11,text,text,NO,'prod'::text,0,0,0,0,,
invoices,id,1,uuid,uuid,NO,gen_random_uuid(),1,0,0,152,0,-1
invoices,organization_id,2,integer,int4,NO,,0,1,0,152,0,1
invoices,customer_identity_id,3,uuid,uuid,YES,,0,0,0,152,0,-0.407895
invoices,source_type,4,USER-DEFINED,SourceType,NO,,0,0,0,152,0,2
invoices,source_id,5,text,text,NO,,0,0,0,152,0,-0.5
invoices,kind,6,USER-DEFINED,InvoiceKind,NO,"'CONSUMER'::app_v3.""InvoiceKind""",0,0,0,152,0,2
invoices,status,7,USER-DEFINED,InvoiceStatus,NO,"'ISSUED'::app_v3.""InvoiceStatus""",0,0,0,152,0,1
invoices,invoice_number,8,text,text,YES,,0,0,0,152,0,-1
invoices,currency,9,text,text,NO,'EUR'::text,0,0,0,152,0,1
invoices,amount_cents,10,integer,int4,NO,,0,0,0,152,0,-0.401316
invoices,issued_at,11,timestamp with time zone,timestamptz,YES,,0,0,0,152,0,-0.394737
invoices,paid_at,12,timestamp with time zone,timestamptz,YES,,0,0,0,152,0,-0.394737
invoices,metadata,13,jsonb,jsonb,YES,'{}'::jsonb,0,0,0,152,0,-1
invoices,created_at,14,timestamp with time zone,timestamptz,NO,now(),0,0,0,152,0,1
invoices,updated_at,15,timestamp with time zone,timestamptz,NO,now(),0,0,0,152,0,1
invoices,env,16,text,text,NO,'prod'::text,0,0,0,152,0,1
ledger_entries,id,1,integer,int4,NO,nextval('app_v3.ledger_entries_id_seq'::regclass),1,0,0,319,0,-1
ledger_entries,payment_id,2,text,text,NO,,0,1,0,319,0,-0.304075
ledger_entries,entry_type,3,USER-DEFINED,LedgerEntryType,NO,,0,0,0,319,0,9
ledger_entries,amount,4,integer,int4,NO,,0,0,0,319,0,-0.470219
ledger_entries,currency,5,text,text,NO,,0,0,0,319,0,1
ledger_entries,source_type,6,USER-DEFINED,SourceType,NO,,0,0,0,319,0,4
ledger_entries,source_id,7,text,text,NO,,0,0,0,319,0,-0.285266
ledger_entries,causation_id,8,text,text,NO,,0,0,0,319,0,-1
ledger_entries,correlation_id,9,text,text,NO,,0,0,0,319,0,-0.31348
ledger_entries,created_at,10,timestamp with time zone,timestamptz,NO,now(),0,0,0,319,0,-0.181818
ledger_entries,env,11,text,text,NO,'prod'::text,0,0,0,319,0,1
locks,key,1,text,text,NO,,1,0,0,0,,
locks,expires_at,2,timestamp with time zone,timestamptz,NO,,0,0,0,0,,
locks,env,3,text,text,NO,'prod'::text,0,0,0,0,,
loyalty_ledger,id,1,uuid,uuid,NO,gen_random_uuid(),1,0,0,0,,
loyalty_ledger,organization_id,2,integer,int4,NO,,0,1,0,0,,
loyalty_ledger,program_id,3,uuid,uuid,NO,,0,1,0,0,,
loyalty_ledger,user_id,4,uuid,uuid,NO,,0,1,0,0,,
loyalty_ledger,rule_id,5,uuid,uuid,YES,,0,1,0,0,,
loyalty_ledger,entry_type,6,USER-DEFINED,LoyaltyEntryType,NO,,0,0,0,0,,
loyalty_ledger,points,7,integer,int4,NO,,0,0,0,0,,
loyalty_ledger,balance_after,8,integer,int4,YES,,0,0,0,0,,
loyalty_ledger,source_type,9,USER-DEFINED,LoyaltySourceType,NO,,0,0,0,0,,
loyalty_ledger,source_id,10,text,text,YES,,0,0,0,0,,
loyalty_ledger,reward_id,11,uuid,uuid,YES,,0,1,0,0,,
loyalty_ledger,dedupe_key,12,text,text,YES,,0,0,0,0,,
loyalty_ledger,note,13,text,text,YES,,0,0,0,0,,
loyalty_ledger,expires_at,14,timestamp with time zone,timestamptz,YES,,0,0,0,0,,
loyalty_ledger,created_at,15,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,0,0,0,0,,
loyalty_ledger,env,16,text,text,NO,'prod'::text,0,0,0,0,,
loyalty_programs,id,1,uuid,uuid,NO,gen_random_uuid(),1,0,0,0,,
loyalty_programs,organization_id,2,integer,int4,NO,,0,1,0,0,,
loyalty_programs,status,3,USER-DEFINED,LoyaltyProgramStatus,NO,"'ACTIVE'::app_v3.""LoyaltyProgramStatus""",0,0,0,0,,
loyalty_programs,name,4,text,text,NO,'Pontos ORYA'::text,0,0,0,0,,
loyalty_programs,pointsName,5,text,text,NO,'Pontos'::text,0,0,0,0,,
loyalty_programs,points_expiry_days,6,integer,int4,YES,,0,0,0,0,,
loyalty_programs,terms_url,7,text,text,YES,,0,0,0,0,,
loyalty_programs,created_at,8,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,0,0,0,0,,
loyalty_programs,updated_at,9,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,0,0,0,0,,
loyalty_programs,env,10,text,text,NO,'prod'::text,0,0,0,0,,
loyalty_rewards,id,1,uuid,uuid,NO,gen_random_uuid(),1,0,0,0,,
loyalty_rewards,program_id,2,uuid,uuid,NO,,0,1,0,0,,
loyalty_rewards,name,3,text,text,NO,,0,0,0,0,,
loyalty_rewards,type,4,USER-DEFINED,LoyaltyRewardType,NO,,0,0,0,0,,
loyalty_rewards,points_cost,5,integer,int4,NO,,0,0,0,0,,
loyalty_rewards,stock,6,integer,int4,YES,,0,0,0,0,,
loyalty_rewards,payload,7,jsonb,jsonb,YES,'{}'::jsonb,0,0,0,0,,
loyalty_rewards,is_active,8,boolean,bool,NO,true,0,0,0,0,,
loyalty_rewards,created_at,9,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,0,0,0,0,,
loyalty_rewards,updated_at,10,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,0,0,0,0,,
loyalty_rewards,env,11,text,text,NO,'prod'::text,0,0,0,0,,
loyalty_rules,id,1,uuid,uuid,NO,gen_random_uuid(),1,0,0,0,,
loyalty_rules,program_id,2,uuid,uuid,NO,,0,1,0,0,,
loyalty_rules,name,3,text,text,NO,,0,0,0,0,,
