model,field,db_table,db_column,is_relation,ambiguous_field,ambiguous_column,code_refs,read_refs,write_refs,sql_refs,files_sample
Profile,id,profiles,id,false,true,true,0,0,0,532,app/[username]/page.tsx;app/admin/tickets/page.tsx;app/admin/utilizadores/UsersTableClient.tsx;app/api/admin/organizacoes/list/route.ts;app/api/admin/organizacoes/update-status/route.ts
Profile,env,profiles,env,false,true,true,871,14,16,500,app/admin/infra/InfraClient.tsx;app/admin/infra/page.tsx;app/api/admin/infra/_helpers.ts;app/api/admin/infra/cost/summary/route.ts;app/api/admin/infra/deploy/route.ts
Profile,username,profiles,username,false,true,true,1651,288,16,37,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/_components/ReservasBookingSection.tsx;app/[username]/loja/carrinho/page.tsx;app/[username]/loja/checkout/page.tsx;app/[username]/loja/descargas/page.tsx
Profile,fullName,profiles,full_name,false,true,true,830,203,23,13,app/[username]/loja/carrinho/page.tsx;app/[username]/loja/checkout/page.tsx;app/[username]/loja/descargas/page.tsx;app/[username]/loja/page.tsx;app/[username]/loja/produto/[slug]/page.tsx
Profile,avatarUrl,profiles,avatar_url,false,false,false,451,85,3,7,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/_components/ReservasBookingSection.tsx;app/[username]/loja/descargas/page.tsx;app/[username]/loja/page.tsx;app/[username]/padel/page.tsx
Profile,coverUrl,profiles,cover_url,false,false,false,171,1,0,5,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/_components/ReservasBookingSection.tsx;app/[username]/padel/page.tsx;app/[username]/page.tsx;app/api/auth/me/route.ts
Profile,bio,profiles,bio,false,true,true,139,1,0,3,app/[username]/padel/page.tsx;app/[username]/page.tsx;app/[username]/treinadores/[trainer]/page.tsx;app/api/admin/users/purge-pending/route.ts;app/api/auth/me/route.ts
Profile,city,profiles,city,false,true,true,634,11,3,16,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/_components/ReservasBookingSection.tsx;app/[username]/padel/page.tsx;app/[username]/page.tsx;app/admin/utilizadores/UsersTableClient.tsx
Profile,gender,profiles,,true,true,false,177,18,0,0,app/[username]/padel/page.tsx;app/[username]/page.tsx;app/api/padel/onboarding/route.ts;app/api/padel/pairings/[id]/accept/route.ts;app/api/padel/pairings/[id]/checkout/route.ts
Profile,padelLevel,profiles,padel_level,false,false,false,84,4,0,5,app/[username]/padel/page.tsx;app/[username]/page.tsx;app/api/me/route.ts;app/api/padel/onboarding/route.ts;app/api/padel/pairings/[id]/accept/route.ts
Profile,padelPreferredSide,profiles,padel_preferred_side,true,false,false,41,1,0,0,app/[username]/padel/page.tsx;app/[username]/page.tsx;app/api/padel/onboarding/route.ts;app/api/padel/pairings/[id]/accept/route.ts;app/api/padel/pairings/[id]/checkout/route.ts
Profile,padelClubName,profiles,padel_club_name,false,false,false,27,0,0,0,app/[username]/padel/page.tsx;app/[username]/page.tsx;app/api/organizacao/events/list/route.ts;app/api/padel/onboarding/route.ts;app/api/padel/pairings/my/route.ts
Profile,favouriteCategories,profiles,favourite_categories,false,false,false,74,0,0,5,app/[username]/page.tsx;app/api/auth/me/route.ts;app/api/me/route.ts;app/api/me/settings/email/route.ts;app/api/me/settings/save/route.ts
Profile,onboardingDone,profiles,onboarding_done,false,false,false,100,23,1,6,app/api/auth/me/route.ts;app/api/me/route.ts;app/api/me/settings/email/route.ts;app/api/me/settings/save/route.ts;app/api/organizacao/checkin/preview/route.ts
Profile,roles,profiles,roles,false,false,false,365,49,8,183,app/admin/organizacoes/actions.ts;app/admin/utilizadores/UsersTableClient.tsx;app/admin/utilizadores/page.tsx;app/api/admin/ops/analytics-rollups/route.ts;app/api/admin/organizacoes/update-status/route.ts
Profile,activeOrganizationId,profiles,active_organization_id,false,false,false,29,6,1,0,app/organizacao/(dashboard)/analyze/page.tsx;app/organizacao/(dashboard)/eventos/novo/page.tsx;app/organizacao/(dashboard)/manage/page.tsx;app/organizacao/(dashboard)/overview/page.tsx;app/organizacao/(dashboard)/page.tsx
Profile,createdAt,profiles,created_at,false,true,true,0,0,0,32,app/api/admin/payments/export/route.ts;app/api/admin/payouts/[id]/route.ts;app/api/chat/conversations/route.ts;app/api/chat/search/route.ts;app/api/cron/loyalty/expire/route.ts
Profile,updatedAt,profiles,updated_at,false,true,true,0,0,0,18,app/api/admin/payments/export/route.ts;app/api/cron/chat/maintenance/route.ts;app/api/internal/chat/backfill/route.ts;lib/crm/rebuild.ts;lib/cron/lock.ts
Profile,deletedAt,profiles,deleted_at,false,true,true,83,35,9,3,app/admin/utilizadores/UsersTableClient.tsx;app/admin/utilizadores/page.tsx;app/api/admin/utilizadores/manage/route.ts;app/api/chat/conversations/[conversationId]/messages/route.ts;app/api/chat/conversations/[conversationId]/threads/[messageId]/route.ts
Profile,isDeleted,profiles,is_deleted,false,true,true,130,70,4,4,app/[username]/page.tsx;app/admin/utilizadores/UsersTableClient.tsx;app/admin/utilizadores/page.tsx;app/api/admin/users/purge-pending/route.ts;app/api/admin/utilizadores/manage/route.ts
Profile,visibility,profiles,,true,true,false,161,15,2,0,app/[username]/padel/page.tsx;app/[username]/page.tsx;app/api/admin/users/purge-pending/route.ts;app/api/auth/me/route.ts;app/api/me/route.ts
Profile,is_verified,profiles,is_verified,false,false,true,9,0,0,9,app/[username]/padel/page.tsx;app/[username]/page.tsx;app/api/auth/me/route.ts;scripts/seed_create_test_profile.js
Profile,contactPhone,profiles,contact_phone,false,true,true,158,20,4,2,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/padel/page.tsx;app/[username]/page.tsx;app/api/admin/users/purge-pending/route.ts;app/api/auth/me/route.ts
Profile,status,profiles,,true,true,false,0,0,0,0,
Profile,deletionRequestedAt,profiles,deletion_requested_at,false,false,false,5,0,2,0,app/api/me/dsar/export/route.ts;app/api/me/settings/delete/cancel/route.ts;app/api/me/settings/delete/route.ts;scripts/seed_create_test_profile.js
Profile,deletionScheduledFor,profiles,deletion_scheduled_for,false,false,false,12,3,0,0,app/api/admin/users/purge-pending/route.ts;app/api/auth/check-email/route.ts;app/api/me/dsar/export/route.ts;app/api/me/settings/delete/cancel/route.ts;app/api/me/settings/delete/route.ts
Profile,deletedAtFinal,profiles,deleted_at_final,false,false,false,4,0,1,0,app/api/admin/users/purge-pending/route.ts;app/api/me/settings/delete/cancel/route.ts;scripts/seed_create_test_profile.js
Profile,follows_follows_follower_idToprofiles,profiles,,true,false,false,0,0,0,0,
Profile,follows_follows_following_idToprofiles,profiles,,true,false,false,0,0,0,0,
Profile,followRequestsSent,profiles,,true,false,false,0,0,0,0,
Profile,followRequestsReceived,profiles,,true,false,false,0,0,0,0,
Profile,organization_follows_organization_follows_follower_idToprofiles,profiles,,true,false,false,0,0,0,0,
Profile,notificationsSent,profiles,,true,false,false,0,0,0,0,
Profile,notifications,profiles,,true,true,false,147,5,2,0,app/api/auth/me/route.ts;app/api/chat/conversations/[conversationId]/notifications/route.ts;app/api/chat/messages/route.ts;app/api/convites/[token]/route.ts;app/api/cron/chat/maintenance/route.ts
Profile,notificationPreference,profiles,,true,false,false,11,7,5,0,app/api/admin/users/purge-pending/route.ts;app/api/cron/chat/maintenance/route.ts;app/api/events/favorites/notify/route.ts;app/api/events/favorites/toggle/route.ts;app/api/me/route.ts
Profile,crmCustomers,profiles,,true,true,false,4,0,0,0,app/api/me/consents/route.ts;app/api/padel/players/route.ts
Profile,crmInteractions,profiles,,true,true,false,0,0,0,0,
Profile,crmCustomerNotesAuthored,profiles,,true,false,false,0,0,0,0,
Profile,crmSegmentsCreated,profiles,,true,false,false,0,0,0,0,
Profile,crmCampaignsCreated,profiles,,true,false,false,0,0,0,0,
Profile,crmCampaignDeliveries,profiles,,true,true,false,0,0,0,0,
Profile,userConsents,profiles,,true,true,false,5,0,0,0,app/api/organizacao/crm/clientes/route.ts;lib/crm/segments.ts
Profile,loyaltyLedgerEntries,profiles,,true,false,false,0,0,0,0,
Profile,organizationInvitesSent,profiles,,true,false,false,0,0,0,0,
Profile,organizationInvitesReceived,profiles,,true,false,false,0,0,0,0,
Profile,bookingInvitesSent,profiles,,true,false,false,0,0,0,0,
Profile,bookingChargesCreated,profiles,,true,false,false,0,0,0,0,
Profile,bookingParticipants,profiles,,true,false,false,0,0,0,0,
Profile,bookingSplitsCreated,profiles,,true,false,false,0,0,0,0,
Profile,bookingSplitParticipants,profiles,,true,false,false,0,0,0,0,
Profile,scheduleDelaysCreated,profiles,,true,false,false,0,0,0,0,
Profile,eventInvitesSent,profiles,,true,false,false,0,0,0,0,
Profile,eventInvitesReceived,profiles,,true,false,false,0,0,0,0,
Profile,organization_members_organization_members_invited_by_user_idToprofiles,profiles,,true,false,false,0,0,0,0,
Profile,organizationMembers,profiles,,true,false,false,0,0,0,0,
Profile,organizationGroupMembers,profiles,,true,false,false,0,0,0,0,
Profile,organizationMemberPermissions,profiles,,true,false,false,0,0,0,0,
Profile,userActivities,profiles,,true,false,false,0,0,0,0,
Profile,bookings,profiles,,true,true,false,121,10,0,0,app/api/admin/payouts/list/route.ts;app/api/cron/bookings/cleanup/route.ts;app/api/cron/chat/maintenance/route.ts;app/api/internal/chat/backfill/route.ts;app/api/me/reservas/[id]/cancel/route.ts
Profile,serviceCreditBalances,profiles,,true,false,false,0,0,0,0,
Profile,serviceCreditLedger,profiles,,true,false,false,3,1,2,0,app/api/cron/creditos/expire/route.ts;lib/operations/fulfillServiceCredits.ts
Profile,serviceReviews,profiles,,true,true,false,0,0,0,0,
Profile,transactions,profiles,,true,true,false,2,1,0,0,app/api/me/reservas/[id]/cancel/route.ts
Profile,padelPairingSlots,profiles,,true,false,false,0,0,0,0,
Profile,padelPairingInvites,profiles,,true,false,false,0,0,0,0,
Profile,padelPairingsPlayer1,profiles,,true,false,false,0,0,0,0,
Profile,padelPairingsPlayer2,profiles,,true,false,false,0,0,0,0,
Profile,padelWaitlistEntries,profiles,,true,true,false,0,0,0,0,
Profile,padelTeamMembers,profiles,,true,false,false,0,0,0,0,
Profile,padelCommunityPosts,profiles,,true,true,false,0,0,0,0,
Profile,padelCommunityReactions,profiles,,true,false,false,0,0,0,0,
Profile,padelCommunityComments,profiles,,true,false,false,0,0,0,0,
Profile,padelTournamentRoleAssignments,profiles,,true,true,false,0,0,0,0,
Profile,tournamentEntries,profiles,,true,true,false,3,1,0,0,app/api/livehub/[slug]/route.ts;app/api/padel/categories/my/route.ts
Profile,organizationFormSubmissions,profiles,,true,false,false,0,0,0,0,
Profile,tournamentsGenerated,profiles,,true,false,false,0,0,0,0,
Profile,tournamentAuditLogs,profiles,,true,false,false,0,0,0,0,
Profile,userIdentities,profiles,,true,false,false,0,0,0,0,
Profile,pushDeviceTokens,profiles,,true,false,false,0,0,0,0,
Profile,adminMfa,profiles,,true,false,false,8,4,4,0,lib/admin/mfa.ts
Profile,users,profiles,,true,true,false,129,26,3,0,app/[username]/padel/page.tsx;app/[username]/page.tsx;app/admin/components/AdminDataPurgeTools.tsx;app/admin/utilizadores/UsersTableClient.tsx;app/admin/utilizadores/page.tsx
Profile,notificationOutbox,profiles,,true,false,false,8,2,6,0,domain/notifications/outbox.ts;domain/notifications/outboxProcessor.ts
Profile,eventFavorites,profiles,,true,false,false,0,0,0,0,
Profile,servicesInstructing,profiles,,true,false,false,0,0,0,0,
Profile,reservationProfessionals,profiles,,true,true,false,0,0,0,0,
Profile,membershipSubscriptions,profiles,,true,true,false,0,0,0,0,
Profile,trainerProfiles,profiles,,true,true,false,6,0,0,0,app/[username]/page.tsx;app/api/organizacao/trainers/route.ts
Profile,chatMembers,profiles,,true,false,false,0,0,0,0,
Profile,chatMessages,profiles,,true,false,false,0,0,0,0,
Profile,chatReadStates,profiles,,true,false,false,0,0,0,0,
Profile,chatModerationLogs,profiles,,true,false,false,0,0,0,0,
Profile,chatConversationsCreated,profiles,,true,false,false,0,0,0,0,
Profile,chatConversationMembers,profiles,,true,false,false,0,0,0,0,
Profile,chatConversationMessages,profiles,,true,false,false,0,0,0,0,
Profile,chatMessageReportsAuthored,profiles,,true,false,false,0,0,0,0,
Profile,chatMessageReactions,profiles,,true,false,false,0,0,0,0,
Profile,chatMessagePins,profiles,,true,false,false,0,0,0,0,
Profile,chatUserBlocks,profiles,,true,false,false,0,0,0,0,
Profile,chatUserBlockedBy,profiles,,true,false,false,0,0,0,0,
Profile,chatUserPresence,profiles,,true,false,false,3,2,1,0,app/api/chat/conversations/[conversationId]/messages/route.ts;app/api/chat/conversations/route.ts;scripts/chat-ws-server.js
Profile,internalChatChannelsCreated,profiles,,true,false,false,0,0,0,0,
Profile,internalChatMessagesAuthored,profiles,,true,false,false,0,0,0,0,
Profile,locationConsent,profiles,location_consent,true,false,false,8,2,1,0,app/api/explorar/list/route.ts;app/api/me/location/consent/route.ts;scripts/seed_create_test_profile.js
Profile,locationGranularity,profiles,location_granularity,true,false,false,11,3,2,0,app/api/explorar/list/route.ts;app/api/me/location/coarse/route.ts;app/api/me/location/consent/route.ts;scripts/seed_create_test_profile.js
Profile,locationSource,profiles,location_source,true,true,true,133,0,1,34,app/[username]/page.tsx;app/api/eventos/list/route.ts;app/api/explorar/list/route.ts;app/api/internal/worker/operations/route.ts;app/api/livehub/[slug]/route.ts
Profile,locationCity,profiles,location_city,false,true,true,249,2,0,4,app/[username]/page.tsx;app/api/chat/threads/event/route.ts;app/api/chat/threads/route.ts;app/api/eventos/list/route.ts;app/api/eventos/lookup/route.ts
Profile,locationRegion,profiles,location_region,false,false,false,7,0,0,0,app/api/explorar/list/route.ts;app/api/me/location/coarse/route.ts;apps/mobile/features/onboarding/types.ts;scripts/seed_create_test_profile.js
Profile,locationUpdatedAt,profiles,location_updated_at,false,false,false,4,0,0,0,app/api/me/location/coarse/route.ts;app/api/me/location/consent/route.ts;scripts/seed_create_test_profile.js
Profile,store,profiles,,true,true,false,1168,345,24,0,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/loja/carrinho/page.tsx;app/[username]/loja/checkout/page.tsx;app/[username]/loja/descargas/page.tsx;app/[username]/loja/page.tsx
Profile,storeCarts,profiles,,true,false,false,0,0,0,0,
Profile,storeOrders,profiles,,true,false,false,0,0,0,0,
Profile,storeDigitalGrants,profiles,,true,false,false,0,0,0,0,
Profile,dsarCases,profiles,,true,false,false,0,0,0,0,
Profile,promoCodesPromoted,profiles,,true,false,false,0,0,0,0,
Profile,activeOrganization,profiles,,true,false,false,23,1,0,0,app/organizacao/(dashboard)/layout.tsx;app/organizacao/(dashboard)/organizations/page.tsx
UserIdentity,id,user_identities,id,false,true,true,0,0,0,532,app/[username]/page.tsx;app/admin/tickets/page.tsx;app/admin/utilizadores/UsersTableClient.tsx;app/api/admin/organizacoes/list/route.ts;app/api/admin/organizacoes/update-status/route.ts
UserIdentity,env,user_identities,env,false,true,true,871,14,16,500,app/admin/infra/InfraClient.tsx;app/admin/infra/page.tsx;app/api/admin/infra/_helpers.ts;app/api/admin/infra/cost/summary/route.ts;app/api/admin/infra/deploy/route.ts
UserIdentity,userId,user_identities,user_id,false,true,true,2519,468,185,44,app/[username]/FollowClient.tsx;app/[username]/page.tsx;app/[username]/treinadores/[trainer]/page.tsx;app/admin/finance/page.tsx;app/admin/organizacoes/actions.ts
UserIdentity,provider,user_identities,provider,false,false,false,72,4,1,9,app/api/auth/apple/link/route.ts;app/api/geo/autocomplete/route.ts;app/api/geo/details/route.ts;app/api/geo/reverse/route.ts;app/api/maps/apple-token/route.ts
UserIdentity,providerUserId,user_identities,provider_user_id,false,false,false,20,0,0,0,app/api/auth/apple/link/route.ts;domain/apple/linkIdentity.ts
UserIdentity,email,user_identities,email,false,true,true,1102,55,10,12,app/[username]/padel/page.tsx;app/[username]/page.tsx;app/admin/components/AdminLayout.tsx;app/admin/config/platform-email/page.tsx;app/admin/infra/InfraClient.tsx
UserIdentity,createdAt,user_identities,created_at,false,true,true,0,0,0,32,app/api/admin/payments/export/route.ts;app/api/admin/payouts/[id]/route.ts;app/api/chat/conversations/route.ts;app/api/chat/search/route.ts;app/api/cron/loyalty/expire/route.ts
UserIdentity,user,user_identities,,true,true,false,2563,307,348,0,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/padel/page.tsx;app/[username]/page.tsx;app/[username]/treinadores/[trainer]/page.tsx;app/admin/components/AdminLayout.tsx
PushDeviceToken,id,push_device_tokens,id,false,true,true,0,0,0,532,app/[username]/page.tsx;app/admin/tickets/page.tsx;app/admin/utilizadores/UsersTableClient.tsx;app/api/admin/organizacoes/list/route.ts;app/api/admin/organizacoes/update-status/route.ts
PushDeviceToken,env,push_device_tokens,env,false,true,true,871,14,16,500,app/admin/infra/InfraClient.tsx;app/admin/infra/page.tsx;app/api/admin/infra/_helpers.ts;app/api/admin/infra/cost/summary/route.ts;app/api/admin/infra/deploy/route.ts
PushDeviceToken,userId,push_device_tokens,user_id,false,true,true,2519,468,185,44,app/[username]/FollowClient.tsx;app/[username]/page.tsx;app/[username]/treinadores/[trainer]/page.tsx;app/admin/finance/page.tsx;app/admin/organizacoes/actions.ts
PushDeviceToken,platform,push_device_tokens,platform,false,false,false,45,5,1,9,app/admin/config/platform-email/page.tsx;app/admin/organizacoes/page.tsx;app/admin/settings/page.tsx;app/api/admin/infra/_helpers.ts;app/api/me/push-tokens/route.ts
PushDeviceToken,token,push_device_tokens,token,false,true,true,408,29,15,25,app/api/admin/mfa/session/route.ts;app/api/chat/attachments/presign/route.ts;app/api/cobrancas/[token]/checkout/route.ts;app/api/cobrancas/[token]/route.ts;app/api/convites/[token]/checkout/route.ts
PushDeviceToken,createdAt,push_device_tokens,created_at,false,true,true,0,0,0,32,app/api/admin/payments/export/route.ts;app/api/admin/payouts/[id]/route.ts;app/api/chat/conversations/route.ts;app/api/chat/search/route.ts;app/api/cron/loyalty/expire/route.ts
PushDeviceToken,revokedAt,push_device_tokens,revoked_at,false,true,true,25,11,4,0,app/api/internal/public-api/keys/route.ts;app/api/me/consents/route.ts;app/api/me/dsar/export/route.ts;app/api/me/push-tokens/route.ts;app/api/organizacao/consentimentos/[userId]/route.ts
PushDeviceToken,user,push_device_tokens,,true,true,false,2563,307,348,0,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/padel/page.tsx;app/[username]/page.tsx;app/[username]/treinadores/[trainer]/page.tsx;app/admin/components/AdminLayout.tsx
Organization,env,organizations,env,false,true,true,871,14,16,500,app/admin/infra/InfraClient.tsx;app/admin/infra/page.tsx;app/api/admin/infra/_helpers.ts;app/api/admin/infra/cost/summary/route.ts;app/api/admin/infra/deploy/route.ts
Organization,id,organizations,id,false,true,true,0,0,0,532,app/[username]/page.tsx;app/admin/tickets/page.tsx;app/admin/utilizadores/UsersTableClient.tsx;app/api/admin/organizacoes/list/route.ts;app/api/admin/organizacoes/update-status/route.ts
Organization,groupId,organizations,group_id,false,true,true,105,24,9,0,app/api/internal/audit/route.ts;app/api/livehub/[slug]/route.ts;app/api/organizacao/become/route.ts;app/api/organizacao/organizations/members/invites/route.ts;app/api/organizacao/organizations/members/permissions/route.ts
Organization,stripeAccountId,organizations,stripe_account_id,false,false,false,156,21,5,4,app/[username]/page.tsx;app/admin/finance/page.tsx;app/admin/organizacoes/page.tsx;app/api/admin/organizacoes/list/route.ts;app/api/admin/organizacoes/refresh-payments-status/route.ts
Organization,status,organizations,,true,true,false,0,0,0,0,
Organization,createdAt,organizations,created_at,false,true,true,0,0,0,32,app/api/admin/payments/export/route.ts;app/api/admin/payouts/[id]/route.ts;app/api/chat/conversations/route.ts;app/api/chat/search/route.ts;app/api/cron/loyalty/expire/route.ts
Organization,updatedAt,organizations,updated_at,false,true,true,0,0,0,18,app/api/admin/payments/export/route.ts;app/api/cron/chat/maintenance/route.ts;app/api/internal/chat/backfill/route.ts;lib/crm/rebuild.ts;lib/cron/lock.ts
Organization,feeMode,organizations,fee_mode,true,true,true,207,10,0,5,app/api/cobrancas/[token]/checkout/route.ts;app/api/convites/[token]/checkout/route.ts;app/api/internal/worker/operations/route.ts;app/api/me/reservas/[id]/split/route.ts;app/api/me/wallet/[entitlementId]/route.ts
Organization,platformFeeBps,organizations,platform_fee_bps,false,false,false,66,9,0,5,app/admin/settings/page.tsx;app/api/admin/fees/route.ts;app/api/cobrancas/[token]/checkout/route.ts;app/api/convites/[token]/checkout/route.ts;app/api/me/reservas/[id]/split/route.ts
Organization,platformFeeFixedCents,organizations,platform_fee_fixed_cents,false,false,false,66,0,0,5,app/admin/settings/page.tsx;app/api/admin/fees/route.ts;app/api/cobrancas/[token]/checkout/route.ts;app/api/convites/[token]/checkout/route.ts;app/api/me/reservas/[id]/split/route.ts
Organization,stripeChargesEnabled,organizations,stripe_charges_enabled,false,false,false,105,3,4,4,app/[username]/page.tsx;app/admin/organizacoes/page.tsx;app/api/admin/organizacoes/list/route.ts;app/api/admin/organizacoes/refresh-payments-status/route.ts;app/api/admin/organizacoes/update-payments-mode/route.ts
Organization,stripePayoutsEnabled,organizations,stripe_payouts_enabled,false,false,false,105,1,1,4,app/[username]/page.tsx;app/admin/organizacoes/page.tsx;app/api/admin/organizacoes/list/route.ts;app/api/admin/organizacoes/refresh-payments-status/route.ts;app/api/admin/organizacoes/update-payments-mode/route.ts
Organization,stripeCustomerId,organizations,stripe_customer_id,false,true,true,0,0,0,0,
Organization,stripeSubscriptionId,organizations,stripe_subscription_id,false,true,true,0,0,0,0,
Organization,entityType,organizations,entity_type,false,true,true,97,3,0,3,app/api/chat/threads/[threadId]/messages/route.ts;app/api/chat/threads/event/route.ts;app/api/chat/threads/route.ts;app/api/cron/chat/maintenance/route.ts;app/api/internal/chat/backfill/route.ts
Organization,businessName,organizations,business_name,false,false,false,202,21,2,0,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/_components/ReservasBookingSection.tsx;app/[username]/loja/carrinho/page.tsx;app/[username]/loja/checkout/page.tsx;app/[username]/loja/descargas/page.tsx
Organization,city,organizations,city,false,true,true,634,11,3,16,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/_components/ReservasBookingSection.tsx;app/[username]/padel/page.tsx;app/[username]/page.tsx;app/admin/utilizadores/UsersTableClient.tsx
Organization,payoutIban,organizations,payout_iban,false,false,false,25,0,0,0,app/api/organizacao/become/route.ts;app/api/organizacao/me/route.ts;app/organizacao/(dashboard)/settings/page.tsx;app/organizacao/DashboardClient.tsx;lib/organizationContext.ts
Organization,username,organizations,username,false,true,true,1651,288,16,37,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/_components/ReservasBookingSection.tsx;app/[username]/loja/carrinho/page.tsx;app/[username]/loja/checkout/page.tsx;app/[username]/loja/descargas/page.tsx
Organization,language,organizations,language,false,false,false,45,0,0,0,app/api/geo/autocomplete/route.ts;app/api/geo/details/route.ts;app/api/geo/reverse/route.ts;app/api/organizacao/me/route.ts;app/api/organizacao/padel/mix/create/route.ts
Organization,timezone,organizations,timezone,false,true,true,412,14,0,1,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/_components/ReservasBookingSection.tsx;app/[username]/page.tsx;app/api/cron/padel/reminders/route.ts;app/api/cron/padel/split-reminders/route.ts
Organization,alertsEmail,organizations,alerts_email,false,false,false,28,0,0,0,app/api/organizacao/me/route.ts;app/organizacao/(dashboard)/settings/page.tsx;app/organizacao/DashboardClient.tsx;app/organizacao/pagamentos/FinanceAlertsPanel.tsx;lib/organizationContext.ts
Organization,alertsSalesEnabled,organizations,alerts_sales_enabled,false,false,false,21,0,0,0,app/api/organizacao/me/route.ts;app/organizacao/(dashboard)/settings/page.tsx;app/organizacao/DashboardClient.tsx;app/organizacao/pagamentos/FinanceAlertsPanel.tsx;lib/organizationContext.ts
Organization,alertsPayoutEnabled,organizations,alerts_payout_enabled,false,false,false,17,0,0,0,app/api/organizacao/me/route.ts;app/organizacao/(dashboard)/settings/page.tsx;app/organizacao/DashboardClient.tsx;app/organizacao/pagamentos/FinanceAlertsPanel.tsx;lib/organizationContext.ts
Organization,brandingAvatarUrl,organizations,branding_avatar_url,false,false,false,90,3,0,0,app/[username]/loja/descargas/page.tsx;app/[username]/loja/page.tsx;app/[username]/page.tsx;app/api/cobrancas/[token]/route.ts;app/api/convites/[token]/route.ts
Organization,brandingCoverUrl,organizations,branding_cover_url,false,false,false,30,1,0,0,app/[username]/page.tsx;app/[username]/treinadores/[trainer]/page.tsx;app/api/organizacao/invites/route.ts;app/api/organizacao/me/route.ts;app/api/public/profile/route.ts
Organization,brandingPrimaryColor,organizations,branding_primary_color,false,false,false,17,0,0,0,app/api/organizacao/me/route.ts;app/organizacao/(dashboard)/layout.tsx;app/organizacao/(dashboard)/settings/page.tsx;lib/organizationContext.ts
Organization,brandingSecondaryColor,organizations,branding_secondary_color,false,false,false,17,0,0,0,app/api/organizacao/me/route.ts;app/organizacao/(dashboard)/layout.tsx;app/organizacao/(dashboard)/settings/page.tsx;lib/organizationContext.ts
Organization,organizationKind,organizations,organization_kind,true,false,false,35,0,0,0,app/api/organizacao/me/route.ts;app/organizacao/(dashboard)/layout.tsx;app/organizacao/(dashboard)/padel/PadelHubClient.tsx;app/organizacao/(dashboard)/padel/PadelHubSection.tsx;app/organizacao/(dashboard)/settings/page.tsx
Organization,primaryModule,organizations,primary_module,true,false,false,165,3,1,0,app/[username]/page.tsx;app/api/cron/crm/campanhas/route.ts;app/api/livehub/[slug]/route.ts;app/api/me/loyalty/carteira/route.ts;app/api/me/loyalty/recompensas/[rewardId]/resgatar/route.ts
Organization,reservationAssignmentMode,organizations,reservation_assignment_mode,true,false,false,49,7,0,0,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/_components/ReservasBookingSection.tsx;app/[username]/page.tsx;app/api/me/reservas/[id]/reschedule/route.ts;app/api/organizacao/me/route.ts
Organization,liveHubPremiumEnabled,organizations,live_hub_premium_enabled,false,false,false,0,0,0,0,
Organization,padelDefaultShortName,organizations,padel_default_short_name,false,false,false,6,0,0,0,app/api/organizacao/me/route.ts;lib/organizationContext.ts
Organization,padelDefaultCity,organizations,padel_default_city,false,false,false,6,0,0,0,app/api/organizacao/me/route.ts;lib/organizationContext.ts
Organization,padelDefaultAddress,organizations,padel_default_address,false,false,false,6,0,0,0,app/api/organizacao/me/route.ts;lib/organizationContext.ts
Organization,padelDefaultCourts,organizations,padel_default_courts,false,false,false,6,0,0,0,app/api/organizacao/me/route.ts;lib/organizationContext.ts
Organization,padelDefaultHours,organizations,padel_default_hours,false,false,false,6,0,0,0,app/api/organizacao/me/route.ts;lib/organizationContext.ts
Organization,padelDefaultRuleSetId,organizations,padel_default_rule_set_id,false,false,false,7,0,0,0,app/api/organizacao/me/route.ts;lib/organizationContext.ts
Organization,padelFavoriteCategories,organizations,padel_favorite_categories,false,false,false,6,0,0,0,app/api/organizacao/me/route.ts;lib/organizationContext.ts
Organization,publicName,organizations,public_name,false,false,false,273,65,9,0,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/_components/ReservasBookingSection.tsx;app/[username]/loja/carrinho/page.tsx;app/[username]/loja/checkout/page.tsx;app/[username]/loja/descargas/page.tsx
Organization,address,organizations,address,false,true,true,488,16,2,25,app/[username]/_components/ReservasBookingClient.tsx;app/[username]/_components/ReservasBookingSection.tsx;app/[username]/page.tsx;app/api/eventos/list/route.ts;app/api/explorar/list/route.ts
Organization,showAddressPublicly,organizations,show_address_publicly,false,false,false,18,0,0,0,app/[username]/page.tsx;app/api/organizacao/me/route.ts;app/organizacao/(dashboard)/settings/page.tsx;app/organizacao/DashboardClient.tsx;app/organizacao/OrganizationPublicProfilePanel.tsx
Organization,publicWebsite,organizations,public_website,false,false,false,45,0,0,0,app/[username]/page.tsx;app/api/organizacao/become/route.ts;app/api/organizacao/me/route.ts;app/api/organizacao/organizations/route.ts;app/api/servicos/[id]/route.ts
