api_route,api_file,api_type,ui_status,ui_file_count,ui_files
/api/organizacao/finance/exports/fees,app/api/organizacao/finance/exports/fees/route.ts,public,orphan,0,
/api/organizacao/finance/exports/ledger,app/api/organizacao/finance/exports/ledger/route.ts,public,orphan,0,
/api/organizacao/finance/exports/payouts,app/api/organizacao/finance/exports/payouts/route.ts,public,orphan,0,
/api/organizacao/finance/invoicing,app/api/organizacao/finance/invoicing/route.ts,public,orphan,0,
/api/organizacao/finance/overview,app/api/organizacao/finance/overview/route.ts,public,covered,1,app/organizacao/DashboardClient.tsx
/api/organizacao/finance/reconciliation,app/api/organizacao/finance/reconciliation/route.ts,public,covered,1,app/organizacao/pagamentos/ReconciliationPanel.tsx
/api/organizacao/inscricoes,app/api/organizacao/inscricoes/route.ts,public,covered,2,app/organizacao/(dashboard)/inscricoes/page.tsx; app/organizacao/OrganizationPublicProfilePanel.tsx
/api/organizacao/inscricoes/[id],app/api/organizacao/inscricoes/[id]/route.ts,public,covered,2,app/organizacao/(dashboard)/inscricoes/[id]/page.tsx; app/organizacao/(dashboard)/inscricoes/page.tsx
/api/organizacao/inscricoes/[id]/export,app/api/organizacao/inscricoes/[id]/export/route.ts,public,covered,1,app/organizacao/(dashboard)/inscricoes/[id]/page.tsx
/api/organizacao/inscricoes/[id]/submissions,app/api/organizacao/inscricoes/[id]/submissions/route.ts,public,covered,1,app/organizacao/(dashboard)/inscricoes/[id]/page.tsx
/api/organizacao/inscricoes/[id]/summary,app/api/organizacao/inscricoes/[id]/summary/route.ts,public,covered,1,app/organizacao/(dashboard)/inscricoes/[id]/page.tsx
/api/organizacao/invites,app/api/organizacao/invites/route.ts,public,covered,1,app/convites/organizacoes/OrganizationInvitesClient.tsx
/api/organizacao/loja,app/api/organizacao/loja/route.ts,public,covered,1,app/organizacao/(dashboard)/loja/page.tsx
/api/organizacao/loja/bundles,app/api/organizacao/loja/bundles/route.ts,public,covered,1,app/organizacao/(dashboard)/loja/page.tsx
/api/organizacao/loja/bundles/[id],app/api/organizacao/loja/bundles/[id]/route.ts,public,orphan,0,
/api/organizacao/loja/bundles/[id]/items,app/api/organizacao/loja/bundles/[id]/items/route.ts,public,orphan,0,
/api/organizacao/loja/bundles/[id]/items/[itemId],app/api/organizacao/loja/bundles/[id]/items/[itemId]/route.ts,public,orphan,0,
/api/organizacao/loja/categories,app/api/organizacao/loja/categories/route.ts,public,covered,1,app/organizacao/(dashboard)/loja/page.tsx
/api/organizacao/loja/categories/[id],app/api/organizacao/loja/categories/[id]/route.ts,public,orphan,0,
/api/organizacao/loja/orders,app/api/organizacao/loja/orders/route.ts,public,covered,1,app/organizacao/(dashboard)/loja/page.tsx
/api/organizacao/loja/orders/[orderId],app/api/organizacao/loja/orders/[orderId]/route.ts,public,orphan,0,
/api/organizacao/loja/orders/[orderId]/shipments,app/api/organizacao/loja/orders/[orderId]/shipments/route.ts,public,orphan,0,
/api/organizacao/loja/overview,app/api/organizacao/loja/overview/route.ts,public,covered,1,app/organizacao/(dashboard)/loja/page.tsx
/api/organizacao/loja/preview,app/api/organizacao/loja/preview/route.ts,public,covered,1,app/organizacao/OrganizationPublicProfilePanel.tsx
/api/organizacao/loja/products,app/api/organizacao/loja/products/route.ts,public,covered,1,app/organizacao/(dashboard)/loja/page.tsx
